source_file,call_title,pi_name,proposal_title,duration_months,site_count,subject_count,target_populations_count,data_waves_count,has_surveys,has_interviews,has_focus_groups,has_observations,has_tests,collection_mode,tool_development_type,languages_count,requires_translation,uses_admin_data,requires_data_linking,is_complex_design,budgeted_person_work,has_external_services,deliverables_level,has_special_equipment,is_multidisciplinary
מירי_ימיני_24__2_.txt,"קול קורא מס' 27/8.24 למחקר בנושא ""קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר""",פרופ' מירי ימיני,"קבלת החלטות מבוססות נתונים – סקר, שיח מנהלים ומהלך התערבות בעיר אריאל",18,6,-1,2,3,1,1,0,0,0,Mixed,New,1,0,0,0,1,180000,1,Extended,0,0
מירי_ימיני_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""""",פרופ' מירי ימיני,התנדבות בני נוער – בחינה השוואתית של מרכיב ההתנדבות בתכניות לימודים לבגרות,18,-1,-1,-1,-1,0,1,0,0,0,Field,New,-1,0,0,0,0,180000,1,Extended,0,0
מירי_שרף_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""""""",מירי שרף,עושים טוב ומרגישים טוב – התנדבות בני נוער והשלכותיה,18,-1,1200,-1,2,1,1,1,0,0,Mixed,Adaptation,-1,1,0,0,1,214655,1,Extended,0,0
מישר_טל_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות","ד""ר חגית מישר-טל",דפוסי שימוש בבינה מלאכותית יוצרת של תלמידים ומורים,36,5,500,2,-1,1,1,0,0,0,Mixed,New,-1,0,0,0,1,350000,1,Extended,1,1
מרואה_סרסור_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,מרואה סרסור,"החינוך ל- STEM מנקודת מבט הגננות וההורים בגיל הרך בחברה הערבית בישראל: תפיסות, עמדות, מיומנויות, כישורים, סביבה וחסמים.",18,-1,600,2,-1,1,0,0,1,0,Unknown,New,1,0,1,0,0,193661.99999999994,1,Unknown,0,1
משה_טטר_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,פרופ' משה טטר,"תפקוד חברתי-רגשי ולימודי בקרב מתבגרים בעקבות תקופת הקורונה, כפונקציה של התמודדות, חוסן, וחשיפה לאירועי לחץ מתמשכים",18,-1,1200,1,-1,1,1,0,0,0,Online,Adaptation,1,0,0,0,1,231000,1,Standard,0,0
נועה_ודר_וייס_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""""",פרופ' דנה ודר וייס,תהליכי חקירת והבניית זהות בהתנדבות נוער בעתות משבר והתמיכה בהם,18,1,60,3,2,0,1,0,0,0,Field,New,1,0,0,0,1,198053,1,Standard,0,0
נטע_אחדות_21.txt,קול קורא מס' 27/11.2021 להגשת הצעות מחקר בנושא החינוך בחברה הערבית בישראל,נטע אחדות,"הקשר בין מאפייני התלמיד ומאפייני היישוב לקורבנות לאלימות, תחושת מוגנות בבית הספר, התנהגויות סיכון, רווחה נפשית, מעורבות בלמידה והישגים אקדמיים בקרב תלמידים בחברה הערבית: התפקיד הממתן של אקלים בית הספר",18,160,-1,-1,1,1,0,1,0,0,Mixed,Adaptation,-1,1,1,1,1,193083,1,Standard,0,0
ניצב_דוידוביץ_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",פרופ' ניצה דוידוביץ',"דפוסי שימוש והשפעות בינה מלאכותית יוצרת על תלמידים ומורים: מחקר אורך משולב עם התמקדות בתכנית ""פריזמה"" כמקרה בוחן",36,-1,-1,-1,3,1,0,0,0,0,Online,Unknown,-1,0,0,0,1,360000,1,Extended,1,-1
ניצה_דוידוביץ_23.txt,קול קורא מס' 32/9.2023 למחקר בנושא תכניות להכשרה פדגוגית של מחנכים מטפלים במעונות יום לפעוטות,פרופ' ניצה דוידוביץ',פיתוח קריירה בטיפול בפעוטות במעונות היום: מעיסוק לפרופסיה,36,-1,800,-1,-1,1,1,0,0,1,Mixed,Adaptation,-1,0,0,0,1,-1,0,Unknown,0,-1
נעמי_שרויאר_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' נעמי שרויאר,"יישום תוכנית הכנה לחיי עבודה (בלשנ""א) לבני נוער בסיכון בחברה הערבית בישראל ותרומתה לידע תעסוקתי, ליכולת סנגור עצמי ולפיתוח אוריינטציית עתיד",18,3,75,4,2,1,1,0,1,1,Field,Adaptation,2,1,0,0,1,93000,1,Extended,0,1
ציפי_הורוביץ_קראוס_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד.",פרופ' ציפי הורוביץ קראוס,השפעת אופן ההקנייה של יכולות מתמטיות וגיאומטריות על ידי שיח דיאלוגי על תוצרי הלמידה בגילאי כתות היסוד הגבוהות: מחקר סינכרון מוחי בין לומדים עם וללא סיכון לקשיי למידה,36,-1,60,2,-1,1,0,0,1,1,Field,Adaptation,2,1,1,1,1,365200,1,Extended,1,1
ציפי_הורוביץ_קראוס_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",פרופ' ציפי הורוביץ-קראוס,הגיל להתחיל: מדדים נוירוביולוגיים והשפעות קוגניטיביות וריגשיות של שימוש בבינה מלאכותית יוצרת,24,-1,1200,2,1,1,0,0,0,1,Field,Adaptation,2,1,1,1,1,222487,0,Extended,1,1
צמרת_ריקון_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,"ד""ר צמרת ריקון","חוויות הורים יהודים וערבים שקיבלו הוראת פינוי מביתם מצפון הארץ במלחמת ""חרבות ברזל"" והקשר בין תפיסת שליטה, חוסן נפשי וקהילתי לביטויי חרדה: מחקר משולב",18,-1,240,4,1,1,1,0,0,0,Online,Existing,2,0,0,0,1,160000,1,Extended,1,0
קורץ_אמזלג_אבידב_25.txt,"קול קורא מס' 24/9.2025 בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""",פרופ' גילה קורץ,"ממשקים, תפיסות והשפעות של שימוש בבינה מלאכותית יוצרת (GenAI) בקרב תלמידים, מורים והורים: ניתוח אקולוגי חדשני רב-תחומי ליצירת פרופילים של משתמשים",36,10,-1,5,2,1,1,1,0,0,Mixed,Adaptation,-1,0,0,0,1,271000,1,Standard,0,1
קפון_הד_מצוינים_25.txt,"קול קורא מס' 26/9.2025 למחקר בנושא ""מחקר מלווה רב תחומי לתכנית ישראל ריאלית: קידום מקצועות ה- STEM""","שולמית קפון, עינת הד מצויינים, טלי טל, מירי ברק",מחקר מלווה רב תחומי לתוכנית ישראל ריאלית: קידום מקצועות ה- STEM,48,200,-1,2,3,1,1,0,1,1,Mixed,New,2,1,1,1,1,3504400,0,Extended,0,1
ראובן_בבאי_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,"ד""ר ראובן בבאי",שיפור הישגי תלמידים בחברה הערבית באמצעות קידום סכמות חשיבה גבוהות,18,-1,500,-1,-1,0,0,0,0,1,Field,Adaptation,-1,-1,-1,-1,1,223000,1,Unknown,1,-1
ראויה_חאיק_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",ראויה חאיק,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",36,80,3900,2,-1,1,0,0,0,1,Mixed,New,-1,0,0,0,1,285685,1,Standard,0,1
ענבר_אלון_לבקוביץ_25.txt,"קול קורא מס' 24/9.2025 למחקר בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""","ד""ר לילך אלון, פרופ' ענבר לבקוביץ'",השפעת מנגנונים קוגניטיביים ואמון באוטומציה על אוריינות מידע ושימוש בבינה מלאכותית יוצרת בקרב תלמידי מהחברה היהודית וערבית ומורים,36,-1,900,3,-1,1,1,0,0,1,Mixed,Adaptation,2,1,0,0,1,392195,1,Standard,1,1
ענת_כהן_25.txt,היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך,ענת כהן,קידום מיומנויות חברתיות-רגשיות בסיוע בינה מלאכותית בקרב גילאים ומגדרים שונים: באמצעות יומנים אישיים רפלקטיביות וסימולציות,24,-1,480,2,3,1,0,1,0,1,Mixed,New,2,1,0,0,1,264703,0,Extended,0,1
ענת_מועד_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"דר' ענת מועד, פרופ. אסתר עדי-יפה","חוסר היציבות במסגרות לגיל הרך על רקע מגיפת הקורונה: הערכת השלכות בקרב צוותי חינוך, הורים וילדים",18,-1,1500,2,3,1,0,0,0,0,SurveyInstitute,Validation,-1,0,0,0,0,100000,1,Unknown,0,0
ענת_רביב_23.txt,"שיקולים של בוגרי החמ""ד בבחירת קריירה בהוראה, בחירת מוסד הכשרה להוראה ובחירת התמחות והשמה בהוראה.","ד""ר ענת רביב","שחיקה בתהליכי הכשרה והשמה – פרישה בראשיתית של ""פרחי הוראה"" בחמ""ד",18,-1,540,-1,-1,1,1,0,0,0,Mixed,Adaptation,-1,1,0,0,1,197588.64,1,Unknown,1,-1
עפר_גולן_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",פרופ' עפר גולן,"קידום יכולות חברתיות ורגשיות בקרב מתבגרים באמצעות מערכת מבוססת AI - בחינת התכתבות, קבילות, יעילות ראשונית ומנבאי הצלחה.",24,-1,60,1,3,1,1,0,0,1,Online,Adaptation,1,1,0,0,1,132300,1,Extended,0,1
ערן_ברק_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""","ד""ר ערן ברק-מדינה","השפעת ניהול יומן רפלקציה בעזרת בינה מלאכותית (AI Journaling), המתבסס על ידע מתחום הלמידה החברתית-רגשית, על שלומות, תחושת משמעות ומסוגלות אישית ובינאישית",24,-1,250,1,2,1,0,0,0,0,Online,New,1,0,0,0,1,189000,1,Standard,0,1
ערן_תמיר_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""""","ד""ר ערן תמיר","פרקטיקות קולקטיביות בקרב דור ה-I: התנדבות תלמידים בעת מלחמת ""חרבות ברזל""",18,21,-1,2,2,1,1,1,0,0,Mixed,Adaptation,1,0,0,0,1,192106,1,Extended,0,0
פאידה_נסר_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,פאדיה נאסר-אבו אלהיג'א,שלומות ורווחה רגשית בקרב צוותי הוראה וניהול בחברה הערבית,18,60,1920,3,1,1,1,0,0,0,Online,Adaptation,3,1,1,0,1,158438,0,Extended,0,1
פרג_סלאח_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,"ד""ר ג'נאן פראג'-פלאח","""זה לא הספיק, לפחות לדור של היום"": קידום חינוך מיני מותאם תרבותית במערכת החינוך הערבית בישראל",24,-1,30,1,1,0,1,0,0,0,Field,New,2,1,0,0,0,34491.4,1,Extended,0,0
צוילינג_25.txt,"קול קורא מס' 24/9.2025 למחקר בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""",פרופ' מוטי צווילינג,"השפעות הבינה המלאכותית היוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",36,-1,1030,-1,-1,1,1,0,0,0,Mixed,Adaptation,-1,1,0,0,1,153999,1,Extended,1,1
ציבולסקי_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",דינה ציבולסקי,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",36,50,1050,3,2,1,1,0,0,1,Mixed,New,-1,0,0,0,1,363000,1,Extended,0,1
ציפי_הורוביץ_23.txt,קול קורא מס' 33/9.2023 למחקר ופיתוח בנושא השפעת תהליכי התערבות על פיתוח אוריינות לשונית בשפה העברית והערבית לדוברי ערבית,פרופ' ציפי הורוביץ-קראוס,שיפור רכישת קריאה על ידי התערבות כיתתית של קריאה דיאלוגית בערבית ספרותית בקרב ילדים דוברי ערבית - מחקר מוח קצר וארוך טווח,36,-1,180,2,3,1,0,0,0,1,Field,Existing,2,1,1,1,1,210700,0,Extended,1,1
ציפי_הורוביץ_קראוס_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,ציפי הורוביץ-קראוס,השפעתה של קריאה דיאלוגית בערבית סיפרותית על מוכנות לרכישת קריאה בילדים דוברי ערבית: מחקר סינכרון פעילות מוחית,18,-1,60,-1,3,1,0,0,0,1,Unknown,Unknown,-1,1,0,0,1,179311,0,Unknown,1,-1
רימא_דעס_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,Unknown,תפקיד מחנכי כיתות ומאפיינים ארגוניים כגורמי חוסן מפני מעורבות בהתנהגויות סיכון בקרב תלמידי תיכון בחברה הערבית בישראל,18,75,-1,-1,-1,1,0,0,0,0,Mixed,Adaptation,-1,1,0,1,1,-1,1,Unknown,0,-1
רימאא_דעאס_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,רימאא דעאס,"מנהלים משבר: פיתוח כלי למדידת ""ניהול בזמן משבר""",18,300,2500,2,-1,1,0,0,0,0,Mixed,New,2,1,0,0,0,115500,1,Unknown,0,0
רימאא_דעאס_24.txt,קול קורא מס' 15/5.2024 בנושא מחקר חינוך בצל משבר מתמשך בחברה הערבית,רימאא דעאס,"קבלת החלטות של מנהלים בעת משבר: אתגרים, קשיים והיבטים של רווח והפסד בראי תורת המשחקים",18,25,25,1,2,0,1,0,0,0,Field,New,2,1,0,0,0,78000,1,Extended,1,1
רינת_כהן_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,"ד""ר רינת כהן",גורמי סיכוי וסיכון בקרב מתבגרים ומתבגרות בחברה הבדואית בצל זהות במשבר: מודל פסיכו-חינוכי-התנהגותי,18,7,1200,1,2,1,1,0,0,0,Field,Adaptation,2,1,0,0,1,152046,1,Standard,0,1
שושי_דורפברגר_24.txt,"קול קורא מס' 27/8.24 למחקר בנושא ""קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר""","ד""ר אנאבל פרידלנדר-ליפסיק, ד""ר שושי דורפברגר",הקשר בין קבלת החלטות מבוססת נתונים על ידי מנהלי בתי ספר לבין ביצועי בית ספר ויעילות ניהולית,18,500,-1,2,1,1,1,0,0,0,Mixed,Adaptation,-1,1,1,1,0,179800,1,Extended,0,0
שטיינברג_25.txt,"קול קורא מס' 24/9.2025 למחקר בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""","ד""ר שרון שטיינברג","השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",36,8,-1,3,2,1,1,1,0,0,Mixed,Adaptation,2,1,0,0,1,300000,1,Extended,0,1
שירלי_אברגיל_25.txt,"קול קורא מס' 26/9.2025 למחקר בנושא ""מחקר מלווה רב תחומי לתכנית ישראל ריאלית: קידום מקצועות ה- STEM""","פרופ""ח שירלי אברג'יל","הון אנושי וחינוך מדעי בר־קיימא: פדגוגיה, פיתוח מקצועי, טכנולוגיות חינוכיות וחדשנות",48,-1,-1,4,4,1,1,1,1,1,Mixed,New,4,1,1,0,1,2911024,1,Extended,1,1
שלומית_קרייטלר_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",פרופ' שולמית קרייטלר,השפעת משתנים קוגניטיביים ומוטיבציוניים על למידת מתמטיקה בקרב תלמידי כיתות ד'-ו' בבית הספר היסודי,36,-1,540,-1,2,1,0,0,0,1,Mixed,Adaptation,-1,0,0,0,1,382800,0,Extended,0,0
שרה_זמיר_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,פרופ' שרה זמיר,פוסט-קורונה בבתי ספר יסודיים ועל-יסודיים: גורמים בתרבות הבית ספרית לשימור ופיתוח של תהליכי הוראה-למידה דיגיטליים,18,-1,200,2,-1,1,0,0,0,0,Online,Unknown,-1,0,0,0,0,114000,1,Unknown,1,0
שרית_אשכנזי_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד","ד""ר אליק פלטניק, ד""ר שרית אשכנזי",להבנות את הידע באמצעות בניה: עיצוב מחדש של הגיאומטריה בכיתות ה'-ו',36,-1,300,-1,-1,1,0,1,1,1,Field,New,-1,-1,0,0,1,411577.5,0,Extended,1,1
תהילה_קלעגי_24.txt,"קול קורא מס' 27/8.24 למחקר בנושא ""קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר""","ד""ר תהילה קלעג'י",קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי ומנהלות בתי ספר: פיתוח מודל הוליסטי במבט רב תרבותי,18,-1,400,3,-1,1,1,0,0,0,Mixed,Adaptation,-1,1,0,0,1,178200,0,Extended,0,1
תומס_גומפל_24.txt,"קול קורא מס 31/9.24 למחקר בנושא ""יישום של גישת ה-MTSS בקרב צוותים חינוכיים""",פרופ' תומס גומפל,התמקצעות של מורים להוראה בכיתה ההטרוגנית: יישום של גישת ה-MTSS בקרב צוותים חינוכיים,60,10,-1,2,-1,1,1,0,1,0,Mixed,Adaptation,-1,0,1,0,1,848950,0,Extended,0,1
רוזה_לייקין_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",רוזה לייקין,"חקר חשיבה קדם-אלגברית דרך עדשות קוגניטיבית, נוירו-קוגניטיבית ורגשית-קוגניטיבית בקרב תלמידי כיתות ה' ו-ו'",36,-1,500,2,1,1,1,0,0,1,Field,New,-1,0,0,0,1,310000,1,Standard,0,1
רול_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",עדו רול,"אוריינות בינה מלאכותית בגילאי חטה""ב ותיכון - תמונת עומק ודגשים להוראה",36,-1,3000,2,3,1,1,1,0,1,Mixed,New,2,1,0,0,1,421800,0,Extended,0,1
רון_בלונדר_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,Ron Blonder,מתכוננים לקראת האתגר הבא: חקר המוכנות של מורי מדעים בחברה הערבית לאימוץ ושימוש בבינה מלאכותית בהוראה,18,-1,150,1,1,1,0,0,0,1,Mixed,Adaptation,1,1,0,0,0,56700,1,Standard,0,1
רונית_אנדולט_24.txt,קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר,רונית אנדולט,"אינטגרציה של נתונים בריאותיים בתהליכי קבלת החלטות פדגוגיות: בחינת פוטנציאל, אתגרים והשלכות במערכת החינוך בישראל",18,-1,356,2,2,1,1,0,0,0,Mixed,New,2,1,1,0,1,210000,1,Extended,0,1
רות_ברקאי_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד","רותי ברקאי, איריס שרייבר",הוראת ארבע פעולות חשבון במספרים טבעיים בבית ספר יסודי: פיתוח מקצועי מבוסס נתוני ידע ותחושת מסוגלות עצמית של מורים,36,-1,100,2,2,1,1,0,0,1,Mixed,Adaptation,1,0,0,0,0,251200,1,Extended,1,0
רות_ברקוביץ_21.txt,קול קורא מס' 26/11.2021 למחקר בנושא השפעות תקופת הקורונה על מערכת החינוך,רות ברקוביץ',"רווחה נפשית והתנהגויות סיכון בקרב תלמידים ורווחה נפשית, שחיקה וכוונת עזיבה בקרב הצוות החינוכי במהלך משבר הקורונה ותקופת ההתאוששות מהמשבר: התפקיד של בית הספר בפרספקטיבה אקולוגית מערכתית",18,-1,-1,-1,1,1,1,0,0,0,Online,Unknown,2,1,1,1,1,193083,1,Unknown,0,-1
רחל_שיף_23.txt,קול קורא מס' 33/9.2023 למחקר ופיתוח בנושא השפעת תהליכי התערבות על פיתוח אוריינות לשונית בשפה העברית והערבית לדוברי ערבית,פרופ' אלינור סאיג-חדאד,בדיקת ההשפעה של תוכנית התערבות רב רכיבית ממוקדת דיגלוסיה על ההישגים האורייניים של תלמידים בסיכון לקשיי קריאה בכיתות א-ב: מחקר אורך בקרב דוברי ערבית כשפת אם,36,-1,300,2,3,1,0,0,1,1,Field,Existing,1,0,0,0,1,418000,0,Unknown,0,-1
ריאן_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",פרופ' ג'מאל ריאן,"השפעת שימוש בכלים מבוססי בינה מלאכותית יוצרת (Generative AI) ומודלי שפה גדולים (LLMs) על פיתוח מיומנויות חברתיות־רגשיות, אמפתיה ואינטראקציות בכיתה בקרב תלמידים ותפיסות המורים בעידן הדיגיטלי",24,-1,340,2,2,1,1,0,1,0,Mixed,New,-1,0,0,0,1,240000,1,Extended,0,1
מיכל_טבח_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד","מיכל טבח, ארנון הרשקוביץ",הבניית ידע מתמטי ופיתוח מיומנות פתרון בעיות באמצעות משימות סיווג דיגיטליות עם משוב מיידי,36,-1,1000,2,2,0,1,0,1,1,Mixed,New,-1,0,0,0,1,401830,1,Extended,0,1
מיכל_טנא_רינדה_25.txt,היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך,"ד""ר מיכל טנא רינדה","מיפוי צרכים, דפוסי שימוש והשלכות חברתיות-רגשיות לאור שימוש ב-AI בקרב מתבגרים עם וללא מוגבלות",24,-1,300,2,3,1,1,1,1,1,Mixed,Adaptation,-1,1,0,0,1,104200,1,Extended,0,1
מיכל_ראזנר_21__2_.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' מיכל ראזר,"מידת המסוגלות ודרכי התמודדות של המורה הערבי עם מציאות רווית קונפליקטים, קשיים שוויון, ופערים לימודיים-חברתיים, אי",18,-1,-1,-1,-1,1,1,1,0,0,Unknown,Unknown,-1,1,0,0,0,229320,1,Unknown,0,0
מיכל_ראזנר_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"פרופ' מיכל ראזר, דר' לורה סיגד, דר' איסבל רמדאן","""אף פעם בתי ספר לא היו כך !"" : התמודדות השלכות משבר הקורונה על התנהגויות סיכון מסוג אלימות וניתוק בקרב תלמידים:ראיה רב תרבותית.",18,-1,-1,-1,-1,0,1,0,0,0,Field,New,-1,0,0,0,0,229320,1,Standard,0,0
מירי_בן_עמרם_ואפרים_גרוסמם_אריאל_25.txt,"קול קורא מס' 26/9.2025 ""מחקר מלווה רב תחומי לתכנית ישראל ריאלית: קידום מקצועות ה- STEM""","ד""ר אפרים גרוסמן","מחקר מלווה רב-תחומי לתוכנית ""ישראל ריאלית"": קידום מקצועות ה- STEM במערכת החינוך הישראלית - מערך להערכה מבוסס-ראיות ולבחינת היישום, השפעותיו ותנאי הצלחתו",48,70,-1,4,4,1,1,1,1,1,Mixed,Adaptation,2,1,1,1,1,1539000,1,Extended,1,1
מירי_גולדרט_24.txt,קול קורא מס 15/5.2024 בנושא מחקר חינוך בצל משבר מתמשך בחברה הערבית,"ד""ר אסמהאן מסרי-חרזאללה",משבר האלימות בחברה הערבית: התמודדות עם חוללות עצמית וקולקטיבית של אנשי חינוך בבית ספר ובקהילה,18,-1,340,2,2,1,1,1,0,0,Mixed,Adaptation,2,1,0,0,1,72000,1,Standard,0,1
מירי_טל_23.txt,קול קורא מס' 32/9.2023 למחקר בנושא תכניות להכשרה פדגוגית של מחנכים מטפלים במעונות יום לפעוטות,"ד""ר מירי טל סבן","תרומת תהליך ההכשרה הפדגוגי של מחנכות-מטפלות במעונות יום (לידה עד 3 שנים) לפיתוח ידע, מיומנויות, תפיסת המסוגלות, וכן להעלאת שביעות הרצון מהעיסוק בחינוך והפחתת שחיקה",36,-1,-1,4,-1,1,1,0,0,0,Mixed,Adaptation,-1,0,0,0,1,762336,1,Extended,0,0
מירי_ימיני_2_24.txt,קול קורא מס' 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,Unknown,חינוך בלתי פורמלי בצל משבר מתמשך בחברה הערבית,18,3,35,3,2,0,1,0,0,0,Field,New,2,0,0,0,0,115000,1,Standard,0,0
יוסי_פיש_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' יוסי הראל-פיש,גורמי חוסן והגנה וגורמי סיכון במרחבים של מערכת החינוך הפורמלית והבלתי פורמלית המנבאים את מצבם הנפשי והתפקודי של בני נוער ערבי בישראל: מחקר עומק מעורב וניתוח מגמות בין השנים 1998-2022 בהיבט בינלאומי,18,143,12000,4,-1,1,1,1,0,0,Mixed,Adaptation,3,1,0,1,1,169500,1,Extended,0,1
יניב_אפרתי_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר יניב אפרתי",מקומם של סכמות קוגניטיביות מוקדמות ווויסות רגשי קוגניטיבי בהתפתחותן של התמכרויות בקרב מתבגרים בישראל בימי קורונה,18,-1,1500,1,-1,1,0,0,0,0,Online,Adaptation,-1,0,0,0,0,101350,1,Standard,0,0
יעל_גרינשטיין_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר יעל גרינשטיין",אחריותיות (accountability) במקצוע ההוראה במצב מתמשך של מגיפת הקורונה,18,40,-1,2,-1,1,1,0,0,0,Field,Adaptation,-1,1,0,0,0,129961.1,1,Standard,0,1
יפית_גלבוע_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר יפית גלבוע","ניבוי רווחה אישית והתנהגויות סיכון בקרב מתבגרים ומתבגרות, תלמידי חטיבות הביניים בישראל, בתקופת ההתאוששות מנגיף הקורונה.",18,-1,1000,1,1,1,0,0,0,0,Online,Adaptation,1,0,0,0,0,171000,1,Unknown,0,0
ירדן_גליקסמן_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",Unknown,תהליכים נוירופדגוגיים - ממיפוי להתערבות,36,-1,390,2,3,1,0,0,0,1,Field,Existing,1,0,0,0,1,421093,0,Standard,1,1
