id	label	url	description
159	"עקרונות עיצוב ל""בית הספר של החופש הגדול"""	https://chief-scientist.education.gov.il/knowledge/publications/design-principles/	Scraped Publication
160	קבוצת העבודה בנשוא הטמעת מחקר במדיניות: כלים וכיוונים לפעולה	https://chief-scientist.education.gov.il/knowledge/publications/the-working-group/	Scraped Publication
161	ההשפעות הרגשיות של הקורונה על ילדים ונוער: נתונים מהארץ ומהעולם	https://chief-scientist.education.gov.il/knowledge/publications/emotional-effects/	Scraped Publication
162	"קבלת החלטות מבוססת נתונים של מורים בהוראה מסורתית ובתנאי חממ""ה (חינוך מקוון מרחוק המוני)"	https://chief-scientist.education.gov.il/knowledge/publications/decision-making/	Scraped Publication
163	רפורמות חינוכיות לצמצום פערי הישגים	https://chief-scientist.education.gov.il/knowledge/publications/educational-reforms/	Scraped Publication
164	חוסר אונים נלמד, אמון בינאישי, שלומות ורווחה רגשית בקרב צוותי הוראה	https://chief-scientist.education.gov.il/knowledge/publications/learned-helplessness/	Scraped Publication
165	מענה פדגוגי למגוון תלמידים וצמצום פערים	https://chief-scientist.education.gov.il/knowledge/publications/pedagogical-answer/	Scraped Publication
166	מקורות החוסן לשלומות ורווחה רגשית של מורים במהלך התפרצות 19-COVID: לקראת עיצוב מדיניות באמצעות סימולציות קבוצתיות	https://chief-scientist.education.gov.il/knowledge/publications/sources-of-resilience/	Scraped Publication
167	אתגרים ומשאבים בשימור ופיתוח רווחה נפשית ותפקוד של מורים/ות מבתי ספר יסודיים ממלכתיים וממלכתיים דתיים יהודים בתקופת הסגר השלישי	https://chief-scientist.education.gov.il/knowledge/publications/challenges-and-resources/	Scraped Publication
168	מאפייני תהליכי פיתוח מקצועי להוראה מקוונת בבתי ספר יסודיים דוברי עברית	https://chief-scientist.education.gov.il/knowledge/publications/professional-development/	Scraped Publication
169	הערכה בית ספרית אפקטיבית: כיצד לבצע הערכה פנימית ולעשות בה שימוש למטרות שיפור?	https://chief-scientist.education.gov.il/knowledge/publications/effective-school-assessment/	Scraped Publication
170	ניהול מיטבי של הפיתוח המקצועי וההדרכה במערכת החינוך - תמונת מצב והמלצות	https://chief-scientist.education.gov.il/knowledge/publications/optimal-manage/	Scraped Publication
171	שילוב יישומונים מתמטיים ברצף ההוראה	https://chief-scientist.education.gov.il/knowledge/publications/mathematical-widgets/	Scraped Publication
172	מאפייני ידע התנסותי של מורים מובילים לכימיה ואנגלית בתקופת הקורונה: לקראת פיתוח מודל להדרכה והכשרה להתנסות מעשית במרחב המקוון	https://chief-scientist.education.gov.il/knowledge/publications/knowledge-characteristics/	Scraped Publication
173	פערים בחינוך הנוצרים כתוצאה ממעבר ללמידה מרחוק	https://chief-scientist.education.gov.il/knowledge/publications/disparities-in-education/	Scraped Publication
174	"""אנו מכירים את התלמידים שלנו"": השקפות מורים בנוגע ללמידה מבוססת חקר בראי ההקשר הבית ספרי"	https://chief-scientist.education.gov.il/knowledge/publications/we-know-our-students/	Scraped Publication
175	הדרך לשינוי- הערכה ועיצוב של תוכניות התערבות התערבות לקידום תפקודם הרגשי - חברתי והאקדמי של ילדים בגיל הרך בחברה הבדואית: מיקוד בהורה, בגננת או תכנית התערבות משולבת	https://chief-scientist.education.gov.il/knowledge/publications/the-way-to-change/	Scraped Publication
176	סקירת ספרות בנושא 'מומחה אוריינות'	https://chief-scientist.education.gov.il/knowledge/publications/literacy-expert/	Scraped Publication
177	פיתוח מנהיגות נוער בפרספקטיבה השוואתית בין לאומית והשכלות על מדיניות חינוך בלתי פורמלי	https://chief-scientist.education.gov.il/knowledge/publications/youth-leadership-development/	Scraped Publication
178	פתיחת שנת הלימודים 2020-2021 בחינוך היסודי: אירלנד	https://chief-scientist.education.gov.il/knowledge/publications/opening-school-year/	Scraped Publication
179	חינוך פיננסי בישראל ובעולם	https://chief-scientist.education.gov.il/knowledge/publications/financial-education/	Scraped Publication
180	פתיחת שנת הלימודים בעולם בצל הקורונה: אנגליה	https://chief-scientist.education.gov.il/knowledge/publications/england/	Scraped Publication
181	פיתוח מיומנויות יסוד של אוריינות דיגיטלית: שיפור הוראת השפה העברית לדוברי עברית ולדוברי ערבית באמצעות שימוש מושכל בספרים ותכנים דיגיטליים	https://chief-scientist.education.gov.il/knowledge/publications/development-basic-skills/	Scraped Publication
182	פתיחת שנת הלימודים בצל הקורונה: מחוז אונטריו, קנדה	https://chief-scientist.education.gov.il/knowledge/publications/shadow-of-corona-virus/	Scraped Publication
183	בחזרה לעתיד החינוך: ארבעה תרחישים ללמידה לפי ה-OECD	https://chief-scientist.education.gov.il/knowledge/publications/back-to-future-of-education/	Scraped Publication
184	פערים ואי שוויון כתוצאה ממגפת הקורונה - מבט עולמי	https://chief-scientist.education.gov.il/knowledge/publications/world-view/	Scraped Publication
185	החינוך הבלתי פורמאלי: ממדים משותפים ודרכי ביטוי	https://chief-scientist.education.gov.il/knowledge/publications/informal-education/	Scraped Publication
186	התאמת תוכניות הלימודים וחומרי הלימוד למאה ה-21	https://chief-scientist.education.gov.il/knowledge/publications/adjusting-the-curricula/	Scraped Publication
187	טיפוח למידה רגשית- חברתית במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/cultivating-emotional-learning/	Scraped Publication
188	קשרים בין עיצוב מרחבי למידה לתהליכי הוראה ולמידה	https://chief-scientist.education.gov.il/knowledge/publications/connections/	Scraped Publication
189	מדיניות לעיצוב מרחבי למידה ברשויות נבחרות בעולם	https://chief-scientist.education.gov.il/knowledge/publications/policy/	Scraped Publication
190	תהליכי פיתוח מקצועי לקידום הכלה (inclusion) בבתי הספר ובמערכת החינוך בישראל	https://chief-scientist.education.gov.il/knowledge/publications/inclusion/	Scraped Publication
191	שגרות בטיחות וגֵהות במוסדות חינוך	https://chief-scientist.education.gov.il/knowledge/publications/safety-routines/	Scraped Publication
192	כיצד מחנכים לערכים בבתי הספר בישראל?	https://chief-scientist.education.gov.il/knowledge/publications/values-in-schools-israel/	Scraped Publication
193	שילוב סביבות ענן במערכות חינוך בעולם	https://chief-scientist.education.gov.il/knowledge/publications/integrating-cloud-environments/	Scraped Publication
194	קווים מנחים לאסדרת מחקר בבתי ספר ברשויות נבחרות בעולם	https://chief-scientist.education.gov.il/knowledge/publications/guidelines/	Scraped Publication
195	סוגי שותפויות בין בתי ספר	https://chief-scientist.education.gov.il/knowledge/publications/types-of-partnerships/	Scraped Publication
196	הוראת מיומנויות הכתיבה והקלדה בבתי ספר יסודיים	https://chief-scientist.education.gov.il/knowledge/publications/teaching-writing-skills/	Scraped Publication
197	תשלומי הורים בבתי ספר יסודיים בעולם	https://chief-scientist.education.gov.il/knowledge/publications/parental-payments/	Scraped Publication
198	תוכניות להכשרת פרחי הוראה לעבודה בפריפריה	https://chief-scientist.education.gov.il/knowledge/publications/training-programs/	Scraped Publication
199	פיזיקה ניסויית בתוכנית הלימודים: טעמים, דרכי פעולה ואתגרים	https://chief-scientist.education.gov.il/knowledge/publications/experimental-physics/	Scraped Publication
200	התחלה מחדש והמצאה מחדש של בית הספר: למידה בעת קורונה ובהמשך	https://chief-scientist.education.gov.il/knowledge/publications/fresh-start/	Scraped Publication
201	חוסן תפקודי של בתי הספר:  הפקת לקחים ממגפת הקורונה במבט קדימה	https://chief-scientist.education.gov.il/knowledge/publications/functional-resilience/	Scraped Publication
202	גישה רב-רכיבית להבנת הנקרא: הכשרת מורים למיפוי ולהתערבות	https://chief-scientist.education.gov.il/knowledge/publications/rav-rechivit/	Scraped Publication
203	התמודדות עם אתגרי הוראה בכיתה: שגרות ומשאבים ללמידה מקצועית באינטראקציות בין מורים במקום העבודה	https://chief-scientist.education.gov.il/knowledge/publications/teaching-challenges/	Scraped Publication
204	תוכניות ייחודיות להכשרת עובדי הוראה: בחינת השתלבות הבוגרים במערכת הבית ספרית	https://chief-scientist.education.gov.il/knowledge/publications/unique-programs/	Scraped Publication
205	תהליכי הוראה ולמידה בחטיבת הביניים - דיאלוג משמעותי בין מורים לתלמידים	https://chief-scientist.education.gov.il/knowledge/publications/teaching-processes/	Scraped Publication
206	שימור מורים חדשים במערכת החינוך: פיתוח מדד לבחינת התרבות האקולוגית	https://chief-scientist.education.gov.il/knowledge/publications/retention-of-new-teachers/	Scraped Publication
207	מחקר מוביל מדיניות: ביסוס אמפירי למדיניות רב לשונית חינוכית	https://chief-scientist.education.gov.il/knowledge/publications/policy-leading-research/	Scraped Publication
208	פעילות למידה בינתחומית במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/learning-activity/	Scraped Publication
209	דרכי התמודדות עם קשיים בבחירת תחום לימודים ומקצוע: בדיקת התוקף התרבותי בקרב מתבגרים ערבים בישראל	https://chief-scientist.education.gov.il/knowledge/publications/ways-of-handling/	Scraped Publication
210	ההשפעה של אימון ממוחשב על הבנת הנקרא באנגלית בקרב תלמידי תיכון דוברי ערבית	https://chief-scientist.education.gov.il/knowledge/publications/computer-training/	Scraped Publication
211	אוטונומיה בית ספרית ולמידה	https://chief-scientist.education.gov.il/knowledge/publications/school-autonomy1/	Scraped Publication
212	שיתוף נוער בהתוויית מדיניות	https://chief-scientist.education.gov.il/knowledge/publications/youth-participation/	Scraped Publication
213	סקירת תוכניות לימודים במוזיקה ברחבי העולם	https://chief-scientist.education.gov.il/knowledge/publications/program-review/	Scraped Publication
214	מתאמים בין הוראת מוזיקה ונגינה למדדים פדגוגיים	https://chief-scientist.education.gov.il/knowledge/publications/adapters/	Scraped Publication
215	לגליזציה של קנאביס והשפעותיה על תוכניות מניעה ותוכניות התערבות לבני נוער	https://chief-scientist.education.gov.il/knowledge/publications/legalization-of-cannabis/	Scraped Publication
216	מבחני הערכה בין לאומיים בחינוך - קריאה לבדיקה והצעות לפעולה	https://chief-scientist.education.gov.il/knowledge/publications/assessment-tests/	Scraped Publication
217	מה הטעם בהערכה חינוכית	https://chief-scientist.education.gov.il/knowledge/publications/educational-assessment/	Scraped Publication
218	איתור ברוכי כישרון במחול	https://chief-scientist.education.gov.il/knowledge/publications/finding-talent-in-dance/	Scraped Publication
219	משחוק בחינוך: הגדרות, דרכי יישום ותובנות	https://chief-scientist.education.gov.il/knowledge/publications/attrition-in-education/	Scraped Publication
220	הכשרת מורים בהוראת התנהגות בטוחה	https://chief-scientist.education.gov.il/knowledge/publications/teacher-training/	Scraped Publication
221	חינוך להוראת זהות לאומית ודתית: תיאור תוכניות לימודים מהעולם ואתגרים המשותפים להן	https://chief-scientist.education.gov.il/knowledge/publications/education-for-teaching/	Scraped Publication
222	חינוך ביתי - מגמות, תוצאות ומדיניות	https://chief-scientist.education.gov.il/knowledge/publications/home-education/	Scraped Publication
223	נשירת תלמידים ממערכת החינוך: הגדרה, מדידה וניבוי	https://chief-scientist.education.gov.il/knowledge/publications/student-dropout/	Scraped Publication
224	"מדיניות ההתאמות בהיבחנות לילדים ולצעירים עם לקויות למידה - בארה""ב (ניו יורק וקליפורניה), אוסטרליה, ניו זילנד, אנגליה ואונטריו-קנדה"	https://chief-scientist.education.gov.il/knowledge/publications/policy-of-adjustments-in-distinctions/	Scraped Publication
225	דו לשוניות, משלב סוציואקונומי ולקות שפה התפתחותית - השפעת גורמים שונים על ניצני אוריינות	https://chief-scientist.education.gov.il/knowledge/publications/bilingual/	Scraped Publication
226	פיתוח מקצועי של מורים למתמטיקה העוסק בידע ובפרקטיקה של תכנון שיעור וביצועו בסביבה טכנולוגית בגישה היפנית	https://chief-scientist.education.gov.il/knowledge/publications/professional-development1/	Scraped Publication
227	הקשר בין תרבות ארגונית בבתי ספר והישגי תלמידים בחטיבות ביניים	https://chief-scientist.education.gov.il/knowledge/publications/corporate-culture/	Scraped Publication
228	מדיניות הגיל הרך – סקירה משווה	https://chief-scientist.education.gov.il/knowledge/publications/early-childhood-policy/	Scraped Publication
229	נגישות של סביבת בית-הספר כמאפשרת השתתפות של תלמידים	https://chief-scientist.education.gov.il/knowledge/publications/accessibility/	Scraped Publication
230	הערכת מורים חדשים – שימושים, תוקף והשלכות להתפתחות מורים	https://chief-scientist.education.gov.il/knowledge/publications/evaluating-new-teachers/	Scraped Publication
231	הפנאי בקרב בני נוער בישראל	https://chief-scientist.education.gov.il/knowledge/publications/teenagers-in-israel/	Scraped Publication
232	הונאה בלמידה בסיוע טכנולוגיות דיגיטליות בעיני תלמידים, מוריה והורים בישראל: מאפיינים ודרכי התמודדות	https://chief-scientist.education.gov.il/knowledge/publications/fraud-in-learning/	Scraped Publication
233	אורח חיים פעיל ובריא במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/active-and-healthy-lifestyle/	Scraped Publication
234	פיתוח כלים התנהגותיים לאבחון קשיים בזיהוי פנים בקרב ילדים	https://chief-scientist.education.gov.il/knowledge/publications/development-behavioral-tools/	Scraped Publication
235	גודל כיתה ויחס תלמידים למורה - סקירת מדיניות בינלאומית וממצאי מחקר	https://chief-scientist.education.gov.il/knowledge/publications/international-policy-review/	Scraped Publication
236	"דו""ח הועדה לקביעת מדד הטיפוח ומודל ההקצאה של שעות התקן בבתי הספר היסודיים"	https://chief-scientist.education.gov.il/knowledge/publications/shtraus/	Scraped Publication
237	מדד הטיפוח	https://chief-scientist.education.gov.il/knowledge/publications/madadtipuachweb/	Scraped Publication
238	פערים ואי שוויון בלמידה מקוונת	https://chief-scientist.education.gov.il/knowledge/publications/gapsandinequality-2020/	Scraped Publication
239	הכשרת מורים להוראה מקוונת היבטים עיוניים ומעשיים	https://chief-scientist.education.gov.il/knowledge/publications/training-teacher-final-paper/	Scraped Publication
240	היבטים פדגוגיים של למידה מקוונת	https://chief-scientist.education.gov.il/knowledge/publications/pedagogical-aspects-final/	Scraped Publication
241	אאשר		
242	אבו		
243	אבי		
244	אביב		
245	אביבית		
246	אבידב		
247	אבידן		
248	אביטלבמחקר		
249	אביטלמטרת		
250	אברהם		
251	אג		
252	אגבאריה		
253	אגף		
254	אדוה		
255	אדי		
256	אדלר		
257	אדם		
258	אדפטיביות		
259	אדר		
260	אדרי		
261	אדריכליים		
262	אדריכלית		
263	אדרת		
264	אהוד		
265	אובייקטיביות		
266	אובייקטיבית		
267	אודט		
268	אודרי		
269	אוטונומיה		
270	אוכלויות		
271	אוכלוסיה		
272	אוכלוסיות		
273	אוכלוסייה		
274	אוכלוסיית		
275	אולם		
276	אולשטיין		
277	אולשר		
278	אומות		
279	אומנויות		
280	אומרת		
281	און		
282	אונגר		
283	אונטריו		
284	אוניברסיטאות		
285	אונים		
286	אונסקו		
287	אוסטרליה		
288	אוסף		
289	אוספים		
290	אופי		
291	אופיו		
292	אופיר		
293	אופן		
294	אופני		
295	אופנים		
296	אופרטיביות		
297	אוצר		
298	אוצרות		
299	אוקטובר		
300	אוקניןבסקירה		
301	אור		
302	אורבך		
303	אורג		
304	אורגנו		
305	אורח		
306	אורטל		
307	אורי		
308	אוריינות		
309	אוריינים		
310	אורית		
311	אורלי		
312	אורלנד		
313	אורמסמך		
314	אורן		
315	אורנה		
316	אורנית		
317	אושרה		
318	אוששה		
319	אזורי		
320	אזרחית		
321	אחדות		
322	אטבוט		
323	אטיה		
324	איזון		
325	אייזלרהמסמך		
326	אייזנמן		
327	אייל		
328	איילון		
329	איילי		
330	איימן		
331	איך		
332	איכויות		
333	איכות		
334	איכותני		
335	איכותניים		
336	איכותנית		
337	איל		
338	אילו		
339	אילוז		
340	אילוזמטרת		
341	אילוצים		
342	אילנה		
343	אילנית		
344	אילסקירה		
345	אילץ		
346	אימאן		
347	אימוץ		
348	אימפקט		
349	אינגריד		
350	אינטגרטיבי		
351	אינטראקציות		
352	איסוף		
353	איפשר		
354	אירועי		
355	אירופאיות		
356	איריס		
357	אירלנד		
358	אישי		
359	אישיות		
360	אישיים		
361	אישית		
362	איתור		
363	איתמר		
364	אלבו		
365	אלואיל		
366	אלון		
367	אלונה		
368	אלוני		
369	אלטמן		
370	אלטרנטיבי		
371	אליהו		
372	אליהם		
373	אליהן		
374	אליו		
375	אלימות		
376	אלינה		
377	אלינור		
378	אליסהמחקר		
379	אליקיםהמחקר		
380	אלכסנדר		
381	אלכסנדרה		
382	אלכסנדרון		
383	אלסייד		
384	אלעזרי		
385	אלפי		
386	אלפסי		
387	אלקלעי		
388	אלקעיבמחקר		
389	אמהרית		
390	אמון		
391	אמונה		
392	אמונות		
393	אמין		
394	אמיר		
395	אמיתימטרת		
396	אמם		
397	אמנם		
398	אמפירי		
399	אמפס		
400	אמצעי		
401	אמריטוס		
402	אמת		
403	אנגל		
404	אנגליה		
405	אנגלית		
406	אנדוולט		
407	אנה		
408	אנו		
409	אנושית		
410	אנכיים		
411	אנשי		
412	אנתרופוסופיים		
413	אסדרת		
414	אסון		
415	אסופת		
416	אסטוניה		
417	אסטרחן		
418	אסטרחןהמחקר		
419	אסטרטגיה		
420	אסטרטגיות		
421	אסמהאן		
422	אסנת		
423	אסף		
424	אסתר		
425	אפיקים		
426	אפל		
427	אפקט		
428	אפקטיבי		
429	אפקטיביות		
430	אפקטיבית		
431	אפרת		
432	אפשריות		
433	אפשריים		
434	אקדמי		
435	אקדמיה		
436	אקדמיים		
437	אקדמית		
438	אקוואריומים		
439	אקוטי		
440	אקולוגית		
441	אקונומיים		
442	אקוסטיים		
443	אקלים		
444	ארבע		
445	ארגון		
446	ארגוני		
447	ארגוניים		
448	ארגונית		
449	ארווץ		
450	ארוכה		
451	ארוכות		
452	ארי		
453	אריאל		
454	אריאלה		
455	אריאלמסמך		
456	אריק		
457	ארםמחקר		
458	ארנון		
459	ארצות		
460	אשכנזי		
461	אתגר		
462	אתגרי		
463	אתגרים		
464	אתיופיה		
465	אתיים		
466	אתיקה		
467	בא		
468	באגף		
469	באה		
470	באו		
471	באוכלוסייה		
472	באומות		
473	באונטריו		
474	באוניברסיטת		
475	באוסטרליה		
476	באוקטובר		
477	באותו		
478	באזורים		
479	באיזו		
480	באילו		
481	באים		
482	באירועים		
483	באיתור		
484	באלו		
485	באלימות		
486	באמנויות		
487	באמנות		
488	באמצעותם		
489	באמצעים		
490	באנגליה		
491	באנגלית		
492	באסטרטגיות		
493	באף		
494	באפשרות		
495	באקדמיה		
496	בארבע		
497	בארבעה		
498	בארגון		
499	בארה		
500	בארי		
501	בארץ		
502	בארצות		
503	באשר		
504	באתגרי		
505	באתגרים		
506	בבואה		
507	בבואם		
508	בבחירה		
509	בבחירת		
510	בביולוגיה		
511	בבינה		
512	בבני		
513	בבנייה		
514	בבניית		
515	בבסיסן		
516	בגורמים		
517	בגיאי		
518	בגיל		
519	בגילאי		
520	בגילי		
521	בגישה		
522	בגישות		
523	בגן		
524	בגרות		
525	בד		
526	בדגש		
527	בדגשים		
528	בדו		
529	בדואיים		
530	בדוח		
531	בדומה		
532	בדיאלוג		
533	בדיקה		
534	בדיקת		
535	בדמות		
536	בדק		
537	בדרום		
538	בדרך		
539	בדרכים		
540	בדרכם		
541	בדרמה		
542	בהאא		
543	בהבדלים		
544	בהבט		
545	בהבנת		
546	בהבעת		
547	בהגדרות		
548	בהגדרת		
549	בהובלת		
550	בהווה		
551	בהוראת		
552	בהחלטה		
553	בהחלמה		
554	בהטמעת		
555	בהיבט		
556	בהיבטים		
557	בהינתן		
558	בהיעדר		
559	בהיעדרם		
560	בהישגים		
561	בהכוונה		
562	בהמשך		
563	בהסתמך		
564	בהערכה		
565	בהערכת		
566	בהפחתת		
567	בהצלחה		
568	בהצלחתם		
569	בהצפת		
570	בהקלטות		
571	בהקמת		
572	בהקשר		
573	בהקשרים		
574	בהקשרן		
575	בהרחבה		
576	בהשבחת		
577	בהשוואה		
578	בהשלכות		
579	בהשפעת		
580	בהשפעתה		
581	בהשתלמות		
582	בהשתתפות		
583	בהתאם		
584	בהתאמה		
585	בהתאמתן		
586	בהתבסס		
587	בהתוויית		
588	בהתייחס		
589	בהתמודדות		
590	בהתפתחות		
591	בוגלר		
592	בוגר		
593	בוגרי		
594	בודק		
595	בוויסות		
596	בווריאציות		
597	בוחן		
598	בוחנת		
599	בוטוין		
600	בוטוןהוראת		
601	בוטנים		
602	בויכוחים		
603	בולטות		
604	בולנדר		
605	בונות		
606	בונים		
607	בוצע		
608	בוצעו		
609	בורד		
610	בורוכוב		
611	בושראין		
612	בושריאן		
613	בושריאןסקירה		
614	בזאת		
615	בזום		
616	בזירות		
617	בזכאות		
618	בזמן		
619	בזרוע		
620	בזרם		
621	בחברה		
622	בחברת		
623	בחומרים		
624	בחוסן		
625	בחוץ		
626	בחט		
627	בחטיבה		
628	בחטיבות		
629	בחיזוק		
630	בחיי		
631	בחייהם		
632	בחינה		
633	בחינת		
634	בחירה		
635	בחירום		
636	בחירת		
637	בחירתם		
638	בחלק		
639	בחלקה		
640	בחלקו		
641	בחמלה		
642	בחן		
643	בחנה		
644	בחנו		
645	בחקר		
646	בחר		
647	בחרדה		
648	בחרה		
649	בחרו		
650	בחשבון		
651	בטוחה		
652	בטחון		
653	בטיחות		
654	בטיפוח		
655	בטיפול		
656	בטכנולוגיה		
657	בטענה		
658	ביאליק		
659	בידוד		
660	בידע		
661	ביה		
662	ביוזמות		
663	ביולוגיה		
664	ביותר		
665	ביחס		
666	ביחסי		
667	ביטוי		
668	בייצור		
669	ביישובים		
670	ביישום		
671	ביכולות		
672	בילדי		
673	בילדים		
674	בילוי		
675	ביליגדו		
676	בימי		
677	בינה		
678	בינהם		
679	בינואר		
680	בינוני		
681	ביניהם		
682	ביניים		
683	בינינו		
684	בינלאומי		
685	בינלאומיים		
686	בינלאומית		
687	בינתחומים		
688	בינתחומית		
689	ביעילות		
690	ביצוע		
691	ביצועיו		
692	ביצירה		
693	ביצירת		
694	ביקורת		
695	ביקורתי		
696	ביקורתיים		
697	ביקש		
698	ביקשה		
699	ביקשו		
700	ביקשנו		
701	בירושלים		
702	בישויות		
703	בית		
704	ביתר		
705	בכוחה		
706	בכימיה		
707	בכיר		
708	בכיתות		
709	בכיתת		
710	בכך		
711	בכלי		
712	בכלים		
713	בכמה		
714	בכר		
715	בכתב		
716	בכתות		
717	בלאו		
718	בלאוצורת		
719	בלב		
720	בלום		
721	בלומנפלד		
722	בלונדר		
723	בליד		
724	בלימוד		
725	בלימודי		
726	בלכר		
727	בלכרזוהי		
728	בלכרמטרת		
729	בלמידה		
730	בלשכת		
731	במאה		
732	במאפיינים		
733	במגבלות		
734	במגוון		
735	במגזר		
736	במגמות		
737	במדדים		
738	במדידה		
739	במדידת		
740	במדיה		
741	במדינה		
742	במדינות		
743	במדיניות		
744	במדינת		
745	במדעי		
746	במדעים		
747	במהותה		
748	במהי		
749	במהירות		
750	במהכלה		
751	במודל		
752	במודלים		
753	במוזיקה		
754	במונחים		
755	במוסדות		
756	במורי		
757	במורים		
758	במורכבות		
759	במושגים		
760	במזרחה		
761	במחוז		
762	במחול		
763	במחלות		
764	במחלקה		
765	במחצית		
766	במחקרי		
767	במחקרים		
768	במחקרם		
769	במטה		
770	במטרה		
771	במידע		
772	במידעון		
773	במימון		
774	במינונים		
775	במכון		
776	במכשירים		
777	במלחמה		
778	במלחמת		
779	במליאה		
780	בממדיהם		
781	בממצאי		
782	במנהל		
783	במסגרות		
784	במסגרתה		
785	במסדי		
786	במסכים		
787	במסלול		
788	במסמך		
789	במספר		
790	במעבדה		
791	במעבדות		
792	במעבדת		
793	במעבר		
794	במעורבות		
795	במעורבים		
796	במענה		
797	במערב		
798	במערכות		
799	במערכת		
800	במצבי		
801	במצבם		
802	במציאות		
803	במצפן		
804	במקום		
805	במקומות		
806	במקור		
807	במקצוע		
808	במקצועות		
809	במרחב		
810	במרחבים		
811	במרכז		
812	במרשתת		
813	במשך		
814	במשפחה		
815	במשרד		
816	במשרדי		
817	במשתנים		
818	במתרחש		
819	בן		
820	בנבנישתי		
821	בנבנישתיהסקירה		
822	בנבנישתימטרת		
823	בנוסף		
824	בנוצרו		
825	בנושאים		
826	בנטוב		
827	בנטובהמחקר		
828	בני		
829	בניבוי		
830	בניגוד		
831	בנייה		
832	בניית		
833	בניסיון		
834	בנעשה		
835	בנפרד		
836	בנקודות		
837	בסביבה		
838	בסביבות		
839	בסוג		
840	בסוגיה		
841	בסוגיות		
842	בסוגיית		
843	בסולם		
844	בסוף		
845	בסיום		
846	בסיוע		
847	בסיכון		
848	בסיס		
849	בסיסיים		
850	בסכנת		
851	בספרות		
852	בסקירה		
853	בסקירת		
854	בעבודה		
855	בעוטף		
856	בעולם		
857	בעולמות		
858	בעידן		
859	בעייתיות		
860	בעיני		
861	בעיסוקים		
862	בעיצוב		
863	בעיקר		
864	בעיר		
865	בעיתות		
866	בעל		
867	בעלות		
868	בעלי		
869	בעלת		
870	בעמדות		
871	בעמודים		
872	בערוץ		
873	בערים		
874	בעשור		
875	בעשורים		
876	בעתות		
877	בפגיעות		
878	בפועל		
879	בפיזיקה		
880	בפיתוח		
881	בפיתוחה		
882	בפני		
883	בפניהן		
884	בפניכם		
885	בפנינו		
886	בפעילויות		
887	בפעילותינו		
888	בפערים		
889	בפרט		
890	בפריפריה		
891	בפרספקטיבה		
892	בפרק		
893	בפרקטיקות		
894	בפתרון		
895	בצ		
896	בצורה		
897	בצורות		
898	בצורותיו		
899	בציוד		
900	בציוני		
901	בציונים		
902	בצילום		
903	בצל		
904	בצפון		
905	בצרכי		
906	בצרכים		
907	בקב		
908	בקבוצות		
909	בקבוצת		
910	בקהילות		
911	בקולומביה		
912	בקורס		
913	בקידום		
914	בקנאביס		
915	בקנדה		
916	בקנזס		
917	בקריאה		
918	בקריטריונים		
919	בקרמן		
920	בקרקע		
921	בקשות		
922	בקשר		
923	בר		
924	בראון		
925	בראוןהטקסט		
926	בראי		
927	בראנץ		
928	בראשות		
929	ברגע		
930	ברגר		
931	ברגשות		
932	ברובה		
933	ברודאימסמך		
934	ברודאינייר		
935	ברווחה		
936	ברוך		
937	ברוךמטרת		
938	ברוכי		
939	ברור		
940	ברוריה		
941	ברזוןהמחקר		
942	ברזילר		
943	ברזל		
944	ברזלי		
945	ברחבי		
946	ברט		
947	בריא		
948	בריאות		
949	בריטניה		
950	ברכה		
951	ברכישת		
952	ברלין		
953	ברמה		
954	ברמות		
955	ברמת		
956	ברנדסהסקירה		
957	ברצף		
958	ברק		
959	ברקוביץ		
960	ברקע		
961	ברשת		
962	ברשתות		
963	בשאלה		
964	בשאלות		
965	בשגרה		
966	בשדה		
967	בשותפויות		
968	בשטח		
969	בשיא		
970	בשיח		
971	בשיטה		
972	בשיטות		
973	בשילוב		
974	בשימוש		
975	בשיעורי		
976	בשיעורים		
977	בשישה		
978	בשיתוף		
979	בשלוש		
980	בשלושה		
981	בשלושת		
982	בשמונה		
983	בשנה		
984	בשני		
985	בשנים		
986	בשנת		
987	בשעות		
988	בשעת		
989	בשפה		
990	בשפת		
991	בשש		
992	בשתי		
993	בת		
994	בתגובות		
995	בתהליך		
996	בתהליכי		
997	בתוכניות		
998	בתוכנית		
999	בתוצרי		
1000	בתזמורת		
1001	בתחום		
1002	בתחומי		
1003	בתחומים		
1004	בתחומן		
1005	בתחתית		
1006	בתי		
1007	בתיאטרון		
1008	בתיה		
1009	בתיווך		
1010	בתכנון		
1011	בתכניות		
1012	בתכנית		
1013	בתלמידים		
1014	בתנאי		
1015	בתפיסת		
1016	בתפקיד		
1017	בתפקידם		
1018	בתקופה		
1019	בתקופות		
1020	בתקופת		
1021	בתרבויות		
1022	בתרומתה		
1023	גב		
1024	גבוהים		
1025	גבי		
1026	גבישהמעבר		
1027	גבע		
1028	גבריאלה		
1029	גד		
1030	גדג		
1031	גדול		
1032	גדולה		
1033	גדות		
1034	גדי		
1035	גדעון		
1036	גדעוןתכניות		
1037	גודל		
1038	גוטנטג		
1039	גוטפרידהמחקר		
1040	גולדברג		
1041	גולדברגמטרת		
1042	גולדמן		
1043	גולדנר		
1044	גולדפרב		
1045	גולדרט		
1046	גולוס		
