id	label	url	description
159	"עקרונות עיצוב ל""בית הספר של החופש הגדול"""	https://chief-scientist.education.gov.il/knowledge/publications/design-principles/	Scraped Publication
160	קבוצת העבודה בנשוא הטמעת מחקר במדיניות: כלים וכיוונים לפעולה	https://chief-scientist.education.gov.il/knowledge/publications/the-working-group/	Scraped Publication
161	ההשפעות הרגשיות של הקורונה על ילדים ונוער: נתונים מהארץ ומהעולם	https://chief-scientist.education.gov.il/knowledge/publications/emotional-effects/	Scraped Publication
162	"קבלת החלטות מבוססת נתונים של מורים בהוראה מסורתית ובתנאי חממ""ה (חינוך מקוון מרחוק המוני)"	https://chief-scientist.education.gov.il/knowledge/publications/decision-making/	Scraped Publication
163	רפורמות חינוכיות לצמצום פערי הישגים	https://chief-scientist.education.gov.il/knowledge/publications/educational-reforms/	Scraped Publication
164	חוסר אונים נלמד, אמון בינאישי, שלומות ורווחה רגשית בקרב צוותי הוראה	https://chief-scientist.education.gov.il/knowledge/publications/learned-helplessness/	Scraped Publication
165	מענה פדגוגי למגוון תלמידים וצמצום פערים	https://chief-scientist.education.gov.il/knowledge/publications/pedagogical-answer/	Scraped Publication
166	מקורות החוסן לשלומות ורווחה רגשית של מורים במהלך התפרצות 19-COVID: לקראת עיצוב מדיניות באמצעות סימולציות קבוצתיות	https://chief-scientist.education.gov.il/knowledge/publications/sources-of-resilience/	Scraped Publication
167	אתגרים ומשאבים בשימור ופיתוח רווחה נפשית ותפקוד של מורים/ות מבתי ספר יסודיים ממלכתיים וממלכתיים דתיים יהודים בתקופת הסגר השלישי	https://chief-scientist.education.gov.il/knowledge/publications/challenges-and-resources/	Scraped Publication
168	מאפייני תהליכי פיתוח מקצועי להוראה מקוונת בבתי ספר יסודיים דוברי עברית	https://chief-scientist.education.gov.il/knowledge/publications/professional-development/	Scraped Publication
169	הערכה בית ספרית אפקטיבית: כיצד לבצע הערכה פנימית ולעשות בה שימוש למטרות שיפור?	https://chief-scientist.education.gov.il/knowledge/publications/effective-school-assessment/	Scraped Publication
170	ניהול מיטבי של הפיתוח המקצועי וההדרכה במערכת החינוך - תמונת מצב והמלצות	https://chief-scientist.education.gov.il/knowledge/publications/optimal-manage/	Scraped Publication
171	שילוב יישומונים מתמטיים ברצף ההוראה	https://chief-scientist.education.gov.il/knowledge/publications/mathematical-widgets/	Scraped Publication
172	מאפייני ידע התנסותי של מורים מובילים לכימיה ואנגלית בתקופת הקורונה: לקראת פיתוח מודל להדרכה והכשרה להתנסות מעשית במרחב המקוון	https://chief-scientist.education.gov.il/knowledge/publications/knowledge-characteristics/	Scraped Publication
173	פערים בחינוך הנוצרים כתוצאה ממעבר ללמידה מרחוק	https://chief-scientist.education.gov.il/knowledge/publications/disparities-in-education/	Scraped Publication
174	"""אנו מכירים את התלמידים שלנו"": השקפות מורים בנוגע ללמידה מבוססת חקר בראי ההקשר הבית ספרי"	https://chief-scientist.education.gov.il/knowledge/publications/we-know-our-students/	Scraped Publication
175	הדרך לשינוי- הערכה ועיצוב של תוכניות התערבות התערבות לקידום תפקודם הרגשי - חברתי והאקדמי של ילדים בגיל הרך בחברה הבדואית: מיקוד בהורה, בגננת או תכנית התערבות משולבת	https://chief-scientist.education.gov.il/knowledge/publications/the-way-to-change/	Scraped Publication
176	סקירת ספרות בנושא 'מומחה אוריינות'	https://chief-scientist.education.gov.il/knowledge/publications/literacy-expert/	Scraped Publication
177	פיתוח מנהיגות נוער בפרספקטיבה השוואתית בין לאומית והשכלות על מדיניות חינוך בלתי פורמלי	https://chief-scientist.education.gov.il/knowledge/publications/youth-leadership-development/	Scraped Publication
178	פתיחת שנת הלימודים 2020-2021 בחינוך היסודי: אירלנד	https://chief-scientist.education.gov.il/knowledge/publications/opening-school-year/	Scraped Publication
179	חינוך פיננסי בישראל ובעולם	https://chief-scientist.education.gov.il/knowledge/publications/financial-education/	Scraped Publication
180	פתיחת שנת הלימודים בעולם בצל הקורונה: אנגליה	https://chief-scientist.education.gov.il/knowledge/publications/england/	Scraped Publication
181	פיתוח מיומנויות יסוד של אוריינות דיגיטלית: שיפור הוראת השפה העברית לדוברי עברית ולדוברי ערבית באמצעות שימוש מושכל בספרים ותכנים דיגיטליים	https://chief-scientist.education.gov.il/knowledge/publications/development-basic-skills/	Scraped Publication
182	פתיחת שנת הלימודים בצל הקורונה: מחוז אונטריו, קנדה	https://chief-scientist.education.gov.il/knowledge/publications/shadow-of-corona-virus/	Scraped Publication
183	בחזרה לעתיד החינוך: ארבעה תרחישים ללמידה לפי ה-OECD	https://chief-scientist.education.gov.il/knowledge/publications/back-to-future-of-education/	Scraped Publication
184	פערים ואי שוויון כתוצאה ממגפת הקורונה - מבט עולמי	https://chief-scientist.education.gov.il/knowledge/publications/world-view/	Scraped Publication
185	החינוך הבלתי פורמאלי: ממדים משותפים ודרכי ביטוי	https://chief-scientist.education.gov.il/knowledge/publications/informal-education/	Scraped Publication
186	התאמת תוכניות הלימודים וחומרי הלימוד למאה ה-21	https://chief-scientist.education.gov.il/knowledge/publications/adjusting-the-curricula/	Scraped Publication
187	טיפוח למידה רגשית- חברתית במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/cultivating-emotional-learning/	Scraped Publication
188	קשרים בין עיצוב מרחבי למידה לתהליכי הוראה ולמידה	https://chief-scientist.education.gov.il/knowledge/publications/connections/	Scraped Publication
189	מדיניות לעיצוב מרחבי למידה ברשויות נבחרות בעולם	https://chief-scientist.education.gov.il/knowledge/publications/policy/	Scraped Publication
190	תהליכי פיתוח מקצועי לקידום הכלה (inclusion) בבתי הספר ובמערכת החינוך בישראל	https://chief-scientist.education.gov.il/knowledge/publications/inclusion/	Scraped Publication
191	שגרות בטיחות וגֵהות במוסדות חינוך	https://chief-scientist.education.gov.il/knowledge/publications/safety-routines/	Scraped Publication
192	כיצד מחנכים לערכים בבתי הספר בישראל?	https://chief-scientist.education.gov.il/knowledge/publications/values-in-schools-israel/	Scraped Publication
193	שילוב סביבות ענן במערכות חינוך בעולם	https://chief-scientist.education.gov.il/knowledge/publications/integrating-cloud-environments/	Scraped Publication
194	קווים מנחים לאסדרת מחקר בבתי ספר ברשויות נבחרות בעולם	https://chief-scientist.education.gov.il/knowledge/publications/guidelines/	Scraped Publication
195	סוגי שותפויות בין בתי ספר	https://chief-scientist.education.gov.il/knowledge/publications/types-of-partnerships/	Scraped Publication
196	הוראת מיומנויות הכתיבה והקלדה בבתי ספר יסודיים	https://chief-scientist.education.gov.il/knowledge/publications/teaching-writing-skills/	Scraped Publication
197	תשלומי הורים בבתי ספר יסודיים בעולם	https://chief-scientist.education.gov.il/knowledge/publications/parental-payments/	Scraped Publication
198	תוכניות להכשרת פרחי הוראה לעבודה בפריפריה	https://chief-scientist.education.gov.il/knowledge/publications/training-programs/	Scraped Publication
199	פיזיקה ניסויית בתוכנית הלימודים: טעמים, דרכי פעולה ואתגרים	https://chief-scientist.education.gov.il/knowledge/publications/experimental-physics/	Scraped Publication
200	התחלה מחדש והמצאה מחדש של בית הספר: למידה בעת קורונה ובהמשך	https://chief-scientist.education.gov.il/knowledge/publications/fresh-start/	Scraped Publication
201	חוסן תפקודי של בתי הספר:  הפקת לקחים ממגפת הקורונה במבט קדימה	https://chief-scientist.education.gov.il/knowledge/publications/functional-resilience/	Scraped Publication
202	גישה רב-רכיבית להבנת הנקרא: הכשרת מורים למיפוי ולהתערבות	https://chief-scientist.education.gov.il/knowledge/publications/rav-rechivit/	Scraped Publication
203	התמודדות עם אתגרי הוראה בכיתה: שגרות ומשאבים ללמידה מקצועית באינטראקציות בין מורים במקום העבודה	https://chief-scientist.education.gov.il/knowledge/publications/teaching-challenges/	Scraped Publication
204	תוכניות ייחודיות להכשרת עובדי הוראה: בחינת השתלבות הבוגרים במערכת הבית ספרית	https://chief-scientist.education.gov.il/knowledge/publications/unique-programs/	Scraped Publication
205	תהליכי הוראה ולמידה בחטיבת הביניים - דיאלוג משמעותי בין מורים לתלמידים	https://chief-scientist.education.gov.il/knowledge/publications/teaching-processes/	Scraped Publication
206	שימור מורים חדשים במערכת החינוך: פיתוח מדד לבחינת התרבות האקולוגית	https://chief-scientist.education.gov.il/knowledge/publications/retention-of-new-teachers/	Scraped Publication
207	מחקר מוביל מדיניות: ביסוס אמפירי למדיניות רב לשונית חינוכית	https://chief-scientist.education.gov.il/knowledge/publications/policy-leading-research/	Scraped Publication
208	פעילות למידה בינתחומית במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/learning-activity/	Scraped Publication
209	דרכי התמודדות עם קשיים בבחירת תחום לימודים ומקצוע: בדיקת התוקף התרבותי בקרב מתבגרים ערבים בישראל	https://chief-scientist.education.gov.il/knowledge/publications/ways-of-handling/	Scraped Publication
210	ההשפעה של אימון ממוחשב על הבנת הנקרא באנגלית בקרב תלמידי תיכון דוברי ערבית	https://chief-scientist.education.gov.il/knowledge/publications/computer-training/	Scraped Publication
211	אוטונומיה בית ספרית ולמידה	https://chief-scientist.education.gov.il/knowledge/publications/school-autonomy1/	Scraped Publication
212	שיתוף נוער בהתוויית מדיניות	https://chief-scientist.education.gov.il/knowledge/publications/youth-participation/	Scraped Publication
213	סקירת תוכניות לימודים במוזיקה ברחבי העולם	https://chief-scientist.education.gov.il/knowledge/publications/program-review/	Scraped Publication
214	מתאמים בין הוראת מוזיקה ונגינה למדדים פדגוגיים	https://chief-scientist.education.gov.il/knowledge/publications/adapters/	Scraped Publication
215	לגליזציה של קנאביס והשפעותיה על תוכניות מניעה ותוכניות התערבות לבני נוער	https://chief-scientist.education.gov.il/knowledge/publications/legalization-of-cannabis/	Scraped Publication
216	מבחני הערכה בין לאומיים בחינוך - קריאה לבדיקה והצעות לפעולה	https://chief-scientist.education.gov.il/knowledge/publications/assessment-tests/	Scraped Publication
217	מה הטעם בהערכה חינוכית	https://chief-scientist.education.gov.il/knowledge/publications/educational-assessment/	Scraped Publication
218	איתור ברוכי כישרון במחול	https://chief-scientist.education.gov.il/knowledge/publications/finding-talent-in-dance/	Scraped Publication
219	משחוק בחינוך: הגדרות, דרכי יישום ותובנות	https://chief-scientist.education.gov.il/knowledge/publications/attrition-in-education/	Scraped Publication
220	הכשרת מורים בהוראת התנהגות בטוחה	https://chief-scientist.education.gov.il/knowledge/publications/teacher-training/	Scraped Publication
221	חינוך להוראת זהות לאומית ודתית: תיאור תוכניות לימודים מהעולם ואתגרים המשותפים להן	https://chief-scientist.education.gov.il/knowledge/publications/education-for-teaching/	Scraped Publication
222	חינוך ביתי - מגמות, תוצאות ומדיניות	https://chief-scientist.education.gov.il/knowledge/publications/home-education/	Scraped Publication
223	נשירת תלמידים ממערכת החינוך: הגדרה, מדידה וניבוי	https://chief-scientist.education.gov.il/knowledge/publications/student-dropout/	Scraped Publication
224	"מדיניות ההתאמות בהיבחנות לילדים ולצעירים עם לקויות למידה - בארה""ב (ניו יורק וקליפורניה), אוסטרליה, ניו זילנד, אנגליה ואונטריו-קנדה"	https://chief-scientist.education.gov.il/knowledge/publications/policy-of-adjustments-in-distinctions/	Scraped Publication
225	דו לשוניות, משלב סוציואקונומי ולקות שפה התפתחותית - השפעת גורמים שונים על ניצני אוריינות	https://chief-scientist.education.gov.il/knowledge/publications/bilingual/	Scraped Publication
226	פיתוח מקצועי של מורים למתמטיקה העוסק בידע ובפרקטיקה של תכנון שיעור וביצועו בסביבה טכנולוגית בגישה היפנית	https://chief-scientist.education.gov.il/knowledge/publications/professional-development1/	Scraped Publication
227	הקשר בין תרבות ארגונית בבתי ספר והישגי תלמידים בחטיבות ביניים	https://chief-scientist.education.gov.il/knowledge/publications/corporate-culture/	Scraped Publication
228	מדיניות הגיל הרך – סקירה משווה	https://chief-scientist.education.gov.il/knowledge/publications/early-childhood-policy/	Scraped Publication
229	נגישות של סביבת בית-הספר כמאפשרת השתתפות של תלמידים	https://chief-scientist.education.gov.il/knowledge/publications/accessibility/	Scraped Publication
230	הערכת מורים חדשים – שימושים, תוקף והשלכות להתפתחות מורים	https://chief-scientist.education.gov.il/knowledge/publications/evaluating-new-teachers/	Scraped Publication
231	הפנאי בקרב בני נוער בישראל	https://chief-scientist.education.gov.il/knowledge/publications/teenagers-in-israel/	Scraped Publication
232	הונאה בלמידה בסיוע טכנולוגיות דיגיטליות בעיני תלמידים, מוריה והורים בישראל: מאפיינים ודרכי התמודדות	https://chief-scientist.education.gov.il/knowledge/publications/fraud-in-learning/	Scraped Publication
233	אורח חיים פעיל ובריא במערכת החינוך	https://chief-scientist.education.gov.il/knowledge/publications/active-and-healthy-lifestyle/	Scraped Publication
234	פיתוח כלים התנהגותיים לאבחון קשיים בזיהוי פנים בקרב ילדים	https://chief-scientist.education.gov.il/knowledge/publications/development-behavioral-tools/	Scraped Publication
235	גודל כיתה ויחס תלמידים למורה - סקירת מדיניות בינלאומית וממצאי מחקר	https://chief-scientist.education.gov.il/knowledge/publications/international-policy-review/	Scraped Publication
236	"דו""ח הועדה לקביעת מדד הטיפוח ומודל ההקצאה של שעות התקן בבתי הספר היסודיים"	https://chief-scientist.education.gov.il/knowledge/publications/shtraus/	Scraped Publication
237	מדד הטיפוח	https://chief-scientist.education.gov.il/knowledge/publications/madadtipuachweb/	Scraped Publication
238	פערים ואי שוויון בלמידה מקוונת	https://chief-scientist.education.gov.il/knowledge/publications/gapsandinequality-2020/	Scraped Publication
239	הכשרת מורים להוראה מקוונת היבטים עיוניים ומעשיים	https://chief-scientist.education.gov.il/knowledge/publications/training-teacher-final-paper/	Scraped Publication
240	היבטים פדגוגיים של למידה מקוונת	https://chief-scientist.education.gov.il/knowledge/publications/pedagogical-aspects-final/	Scraped Publication
241	אדם		Cleaned NLP Token
242	אודט		Cleaned NLP Token
243	אוכלוסיות		Cleaned NLP Token
244	אוכלוסייה		Cleaned NLP Token
245	אולם		Cleaned NLP Token
246	אוריינות		Cleaned NLP Token
247	אורית		Cleaned NLP Token
248	אורלי		Cleaned NLP Token
249	איכות		Cleaned NLP Token
250	אישיים		Cleaned NLP Token
251	אנשי		Cleaned NLP Token
252	אסטרטגיות		Cleaned NLP Token
253	ארבע		Cleaned NLP Token
254	בארץ		Cleaned NLP Token
255	בגיל		Cleaned NLP Token
256	בדגש		Cleaned NLP Token
257	בהקשר		Cleaned NLP Token
258	בהשוואה		Cleaned NLP Token
259	בחינה		Cleaned NLP Token
260	בחינת		Cleaned NLP Token
261	בחן		Cleaned NLP Token
262	ביחס		Cleaned NLP Token
263	ביקש		Cleaned NLP Token
264	בית_ספר		Cleaned NLP Token
265	בכיתות		Cleaned NLP Token
266	בלאו		Cleaned NLP Token
267	במדינות		Cleaned NLP Token
268	בן		Cleaned NLP Token
269	בנוסף		Cleaned NLP Token
270	בני		Cleaned NLP Token
271	בעולם		Cleaned NLP Token
272	בעלי		Cleaned NLP Token
273	בפועל		Cleaned NLP Token
274	בפני		Cleaned NLP Token
275	ברוך		Cleaned NLP Token
276	חרבות_ברזל		Cleaned NLP Token
277	בריטניה		Cleaned NLP Token
278	ברק		Cleaned NLP Token
279	גדעון		Cleaned NLP Token
280	גורמי		Cleaned NLP Token
281	גיל		Cleaned NLP Token
282	דגש		Cleaned NLP Token
283	דוגמאות		Cleaned NLP Token
284	דוד		Cleaned NLP Token
285	דיגיטלית		Cleaned NLP Token
286	דנה		Cleaned NLP Token
287	דרכי		Cleaned NLP Token
288	דתי		Cleaned NLP Token
289	הבדלים		Cleaned NLP Token
290	הביניים		Cleaned NLP Token
291	הבלתי		Cleaned NLP Token
292	הברית		Cleaned NLP Token
293	ההורים		Cleaned NLP Token
294	ההתמודדות		Cleaned NLP Token
295	ההתערבות		Cleaned NLP Token
296	הוראת		Cleaned NLP Token
297	הורים		Cleaned NLP Token
298	החינוכי		Cleaned NLP Token
299	החינוכיים		Cleaned NLP Token
300	החינוכית		Cleaned NLP Token
301	החלטות		Cleaned NLP Token
302	הילה		Cleaned NLP Token
303	הישגי		Cleaned NLP Token
304	הישגים		Cleaned NLP Token
305	הלומדים		Cleaned NLP Token
306	המדינות		Cleaned NLP Token
307	המורה		Cleaned NLP Token
308	המורים		Cleaned NLP Token
309	המחקרית		Cleaned NLP Token
310	המידע		Cleaned NLP Token
311	המלחמה		Cleaned NLP Token
312	הממלכתי		Cleaned NLP Token
313	המקוונת		Cleaned NLP Token
314	המקצועי		Cleaned NLP Token
315	המשבר		Cleaned NLP Token
316	הנוגעים		Cleaned NLP Token
317	הנוכחי		Cleaned NLP Token
318	הנוכחית		Cleaned NLP Token
319	הנוער		Cleaned NLP Token
320	הנפשית		Cleaned NLP Token
321	הספרות		Cleaned NLP Token
322	העולם		Cleaned NLP Token
323	העקרונות		Cleaned NLP Token
324	הערכת		Cleaned NLP Token
325	הפוטנציאל		Cleaned NLP Token
326	הצוות		Cleaned NLP Token
327	הקורונה		Cleaned NLP Token
328	הקשורות		Cleaned NLP Token
329	הקשיים		Cleaned NLP Token
330	הראל		Cleaned NLP Token
331	הרגשי		Cleaned NLP Token
332	הרשקוביץ		Cleaned NLP Token
333	השפעת		Cleaned NLP Token
334	התייחסות		Cleaned NLP Token
335	התלמידים		Cleaned NLP Token
336	התמודדו		Cleaned NLP Token
337	התמקד		Cleaned NLP Token
338	התערבות		Cleaned NLP Token
339	ואסף		Cleaned NLP Token
340	ובעולם		Cleaned NLP Token
341	וד		Cleaned NLP Token
342	וממצאי		Cleaned NLP Token
343	זיו		Cleaned NLP Token
344	חברתיות		Cleaned NLP Token
345	חברתיים		Cleaned NLP Token
346	חברתית		Cleaned NLP Token
347	חוסר		Cleaned NLP Token
348	חיים		Cleaned NLP Token
349	חינוכיות		Cleaned NLP Token
350	חינוכית		Cleaned NLP Token
351	חירום		Cleaned NLP Token
352	חן		Cleaned NLP Token
353	חקר		Cleaned NLP Token
354	חשיפה		Cleaned NLP Token
355	טכנולוגיה		Cleaned NLP Token
356	טל		Cleaned NLP Token
357	טלי		Cleaned NLP Token
358	יהודית		Cleaned NLP Token
359	יוסי		Cleaned NLP Token
360	גני_ילדים		Cleaned NLP Token
361	יסודיים		Cleaned NLP Token
362	יעל		Cleaned NLP Token
363	כיתות		Cleaned NLP Token
364	כלומר		Cleaned NLP Token
365	לאורך		Cleaned NLP Token
366	לבדוק		Cleaned NLP Token
367	לביא		Cleaned NLP Token
368	להוראת		Cleaned NLP Token
369	להכשרת		Cleaned NLP Token
370	לטיפוח		Cleaned NLP Token
371	ליאת		Cleaned NLP Token
372	לילך		Cleaned NLP Token
373	ללמוד		Cleaned NLP Token
374	לסייע		Cleaned NLP Token
375	לספק		Cleaned NLP Token
376	לפעול		Cleaned NLP Token
377	לקראת		Cleaned NLP Token
378	לשיפור		Cleaned NLP Token
379	לתת		Cleaned NLP Token
380	מבוסס		Cleaned NLP Token
381	מבוססת		Cleaned NLP Token
382	מבקש		Cleaned NLP Token
383	מגוון		Cleaned NLP Token
384	מגפת		Cleaned NLP Token
385	מדינה		Cleaned NLP Token
386	מדינות		Cleaned NLP Token
387	מור		Cleaned NLP Token
388	מורים		Cleaned NLP Token
389	מטרות		Cleaned NLP Token
390	מטרת		Cleaned NLP Token
391	מידת		Cleaned NLP Token
392	מיומנויות		Cleaned NLP Token
393	מיטבי		Cleaned NLP Token
394	מיכל		Cleaned NLP Token
395	מיפוי		Cleaned NLP Token
396	מירי		Cleaned NLP Token
397	מלחמת		Cleaned NLP Token
398	מסגרות		Cleaned NLP Token
399	מעורבות		Cleaned NLP Token
400	מצבם		Cleaned NLP Token
401	מצוקה		Cleaned NLP Token
402	מקוונת		Cleaned NLP Token
403	מקורות		Cleaned NLP Token
404	מקיף		Cleaned NLP Token
405	מקצועי		Cleaned NLP Token
406	מקצועיים		Cleaned NLP Token
407	מקצועית		Cleaned NLP Token
408	מרחוק		Cleaned NLP Token
409	משאבים		Cleaned NLP Token
410	משולב		Cleaned NLP Token
411	מתבגרים		Cleaned NLP Token
412	מתמקד		Cleaned NLP Token
413	מתמקדת		Cleaned NLP Token
414	נוי		Cleaned NLP Token
415	נוספת		Cleaned NLP Token
416	נוער		Cleaned NLP Token
417	נעמה		Cleaned NLP Token
418	נערך		Cleaned NLP Token
419	נפשית		Cleaned NLP Token
420	סוג		Cleaned NLP Token
421	סמך		Cleaned NLP Token
422	ספרות		Cleaned NLP Token
423	ספרי		Cleaned NLP Token
424	ספרית		Cleaned NLP Token
425	עבודת		Cleaned NLP Token
426	עדו		Cleaned NLP Token
427	עדי		Cleaned NLP Token
428	עדכני		Cleaned NLP Token
429	עיצוב		Cleaned NLP Token
430	ענבל		Cleaned NLP Token
431	ענת		Cleaned NLP Token
432	עצמית		Cleaned NLP Token
433	עקרונות		Cleaned NLP Token
434	פדגוגיות		Cleaned NLP Token
435	פדגוגיים		Cleaned NLP Token
436	פיש		Cleaned NLP Token
437	פעולה		Cleaned NLP Token
438	פערים		Cleaned NLP Token
439	פרקטיקות		Cleaned NLP Token
440	צוותי		Cleaned NLP Token
441	קבוצת		Cleaned NLP Token
442	קבלת		Cleaned NLP Token
443	רגשיים		Cleaned NLP Token
444	רגשית		Cleaned NLP Token
445	רווחה		Cleaned NLP Token
446	רות		Cleaned NLP Token
447	רותם		Cleaned NLP Token
448	רחב		Cleaned NLP Token
449	רמת		Cleaned NLP Token
450	שבין		Cleaned NLP Token
451	שינוי		Cleaned NLP Token
452	שיפור		Cleaned NLP Token
453	שירה		Cleaned NLP Token
454	שירי		Cleaned NLP Token
455	שלהלן		Cleaned NLP Token
456	שלומות		Cleaned NLP Token
457	שלוש		Cleaned NLP Token
458	שלושה		Cleaned NLP Token
459	שלושת		Cleaned NLP Token
460	שמטרתם		Cleaned NLP Token
461	שמיר		Cleaned NLP Token
462	שפירא		Cleaned NLP Token
463	שרון		Cleaned NLP Token
464	שתי		Cleaned NLP Token
465	תהליכי		Cleaned NLP Token
466	תחושת		Cleaned NLP Token
467	תכנון		Cleaned NLP Token
468	תלמידי		Cleaned NLP Token
469	תלמידים		Cleaned NLP Token
470	תמי		Cleaned NLP Token
471	תמר		Cleaned NLP Token
472	תרבות		Cleaned NLP Token
