Word,Page_Number
מגמות,7
גלובליות,7
כמו,7
עלייה,7
באירועי,7
אקלים,7
קיצוניים,7
ובמגפות,7
הן,7
אינדיקציה,7
לכך,7
שגם,7
בעתיד,7
קיים,7
חשש,7
שיתרחשו,7
מצבים,7
חריגים,7
נוספים,7
לטענתנו,7
הצטברותם,7
של,7
אירועים,7
אלו,7
יוצרת,7
הקשר,7
רחב,7
יותר,7
להבנת,7
מלחמת,7
חרבות,7
ברזל,7
לא,7
רק,7
כאירוע,7
ייחודי,7
אלא,7
גם,7
כחלק,7
ממגמה,7
של,7
חוסר,7
יציבות,7
מתמשך,7
מגמה,7
זו,7
מאותתת,7
על,7
צורך,7
להיערכות,7
כוללת,7
וארוכת,7
טווח,7
במערכת,7
החינוך,7
לאחר,7
שהצגנו,7
את,7
מטרות,7
האסופה,7
ואת,7
ההקשרים,7
ההיסטוריים,7
המיידי,7
והרחב,7
שלה,7
נעבור,7
בסעיף,7
הבא,7
להצגת,7
הממצאים,7
המרכזיים,7
של,7
המחקרים,7
המוצגים,7
בה,7
והתובנות,7
העולות,7
מהם,7
דוגמה,7
לחשיבות,7
זו,7
מומחשת,7
במקרה,7
של,7
קליטת,7
ילדי,7
מפונים,7
מהוריקן,7
קתרינה,7
שנחקר,7
על,7
פני,7
כעשרים,7
שנה,7
ראו,7
בלכר,7
נ,7
סקירת,7
ספרות,7
לשכת,7
המדענית,7
הראשית,7
משרד,7
החינוךילדי,7
קתרינה,7
השפעת,7
תפקודה,7
של,7
מערכת,7
החינוך,7
ג,8
בחלק,8
זה,8
נציג,8
נתונים,8
ומסקנות,8
העולים,8
מכלל,8
מאמרי,8
האסופה,8
נתחיל,8
בהצגת,8
ההשפעות,8
הרגשית,8
החברתית,8
והתפקודית,8
של,8
מלחמת,8
חרבות,8
ברזל,8
על,8
החינוך,8
בארץ,8
על,8
התלמידים,8
על,8
הצוותים,8
החינוכיים,8
ועל,8
מוסדות,8
החינוך,8
נמשיך,8
בבחינה,8
של,8
משאבי,8
החוסן,8
האישיים,8
והחברתיים,8
שנמצאו,8
בקרב,8
תלמידים,8
וצוותים,8
ונסיים,8
בתיאור,8
כלים,8
שנמצאו,8
יעילים,8
לחיזוק,8
חוסן,8
זה,8
ולטיפוחו,8
שלושה,8
חלקים,8
אלו,8
יחד,8
מציגים,8
תמונה,8
של,8
מצבה,8
של,8
מערכת,8
החינוך,8
בחודשים,8
הראשונים,8
למלחמה,8
האתגרים,8
שהוצבו,8
לפתחה,8
וכן,8
אופנים,8
שנראים,8
מבטיחים,8
להתמודדות,8
עם,8
אותם,8
אתגרים,8
בהמשך,8
יוצגו,8
המאמרים,8
באסופה,8
לפי,8
מבנה,8
זה,8
השפעות,8
המלחמה,8
על,8
מערכת,8
החינוך,8
מחקרי,8
האסופה,8
ממחישים,8
כי,8
מצב,8
חירום,8
מתמשך,8
כדוגמת,8
מלחמת,8
חרבות,8
ברזל,8
גורם,8
לשיבושים,8
רחבי,8
היקף,8
בכל,8
ההיבטים,8
של,8
מוסדות,8
חינוך,8
ושל,8
מערכת,8
החינוך,8
ברמה,8
הפיזית,8
למשל,8
פינוי,8
מוסדות,8
חינוך,8
והפעלה,8
של,8
חלופות,8
זמניות,8
או,8
של,8
הוראה,8
מקוונת,8
ברמת,8
התקשורת,8
במערכת,8
למשל,8
חוסר,8
בהירות,8
של,8
מוסדות,8
חינוך,8
לגבי,8
הפעולות,8
הנדרשות,8
ומידע,8
חסר,8
על,8
המצב,8
בפועל,8
ברשות,8
המטה,8
קשיי,8
תקשורת,8
בין,8
עובדי,8
הוראה,8
להורים,8
היעדר,8
התאמה,8
בין,8
ציפיות,8
המערכת,8
לבין,8
האפשרויות,8
בפועל,8
של,8
הצוות,8
החינוכי,8
ושל,8
ההנהלה,8
והיווצרות,8
אתגרים,8
שלא,8
ניתן,8
היה,8
להתכונן,8
אליהם,8
מראש,8
ברמה,8
התפקודית,8
למשל,8
צורך,8
גובר,8
בסיוע,8
רגשי,8
לתלמידים,8
בשעה,8
שלעיתים,8
לצוות,8
החינוכי,8
אין,8
די,8
כלים,8
ופניו,8
ת,8
רגשית,8
ואפשרות,8
לסייע,8
כנדרש,8
ברמה,8
הרגשית,8
למשל,8
צמצום,8
הזיקה,8
למוסדות,8
החינוך,8
ולצידו,8
צמצום,8
העניין,8
בלמידה,8
ובהוראה,8
שיבושים,8
אלו,8
אינם,8
מוגבלים,8
לרגעי,8
השיא,8
של,8
המשבר,8
אלא,8
שוררים,8
לאורך,8
זמן,8
השפעותיהם,8
כפי,8
שנראה,8
להלן,8
ארוכות,8
טווח,8
גם,8
הן,8
על,8
פי,8
הממצאים,8
של,8
המחקרים,8
המוצגים,8
באסופה,8
זו,8
ההשפעות,8
השליליות,8
של,8
המשבר,8
כוללות,8
תהליכי,8
שחיקה,8
מואצים,8
אובדן,8
עניין,8
הן,8
בתחילת,8
המלחמה,8
הן,8
ככל,8
שהיא,8
מתמשכת,8
וערעור,8
של,8
תחושת,8
היציבות,8
אלו,8
עלולים,8
להעמיק,8
ככל,8
שתקופת,8
החירום,8
מתמשכת,8
ולפיכך,8
ההתמודדות,8
היומיומית,8
עם,8
מציאות,8
משתנה,8
ומשובשת,8
גובה,8
מחירים,8
אישיים,8
מוסדיים,8
ומערכתיים,8
כמעט,8
כל,8
המאמרים,8
באסופה,8
מצביעים,8
על,8
פגיעה,8
חמורה,8
בזמינות,8
פגיעה,8
בגישה,8
לחינוך,8
ובנגישות,8
של,8
חינוך,8
עבור,8
אוכלוסיות,8
רבות,8
במיוחד,8
עבור,8
תלמידים,8
שפונו,8
מבתיהם,8
מחקריהם,8
של,8
טובין,8
ולבון,8
ושל,8
גולדברג,8
ודישון,8
מתארים,8
כיצד,8
פגעו,8
הפינוי,8
מיישוב,8
הקבע,8
והיעדר,8
תשתיות,8
ביכולת,8
התלמידים,8
להשתתף,8
בלמידה,8
סדירה,8
עלה,8
גם,8
שהמסגרות,8
החינוכיות,8
הזמניות,8
שנוסדו,8
פעלו,8
לעיתים,8
עקב,8
אילוצים,8
במתכונת,8
חלקית,8
ועם,8
חוסרים,8
בציוד,8
ובצוות,8
יציב,8
בהמשך,8
לכך,8
ברקוביץ,8
ועמיתיה,8
מתארים,8
את,8
הקשיים,8
בנגישות,8
ללימודים,8
הנובעים,8
מהוראה,8
מקוונת,8
ובהם,8
היעדר,8
מחשבים,8
וציוד,8
נדרש,8
אצל,8
חלק,8
מהתלמידים,8
קושי,8
של,8
צוותי,8
חינוך,8
ללמד,8
במרחב,8
המקוון,8
וקושי,8
של,8
תלמידים,8
להתרכז,8
בהוראה,8
מקוונת,8
ולהבין,8
את,8
הנלמד,8
ברקוביץ,9
ועמיתיה,9
מצאו,9
בהסתמך,9
היעדר,9
הלימה,9
בין,9
שיטות,9
ההוראה,9
המקובלות,9
והמצב,9
בפועל,9
על,9
ראיונות,9
עם,9
מורים,9
כי,9
גם,9
בלמידה,9
פרונטלית,9
שיטות,9
הלמידה,9
לא,9
היו,9
תמיד,9
מותאמות,9
למצב,9
הביטחוני,9
על,9
כן,9
לדעת,9
המורים,9
עצמם,9
הם,9
לא,9
תמיד,9
הצליחו,9
להעניק,9
לתלמידיהם,9
תמיכה,9
רגשית,9
ולימודית,9
מספקת,9
במחקרים,9
כמו,9
אלו,9
של,9
הראל,9
פיש,9
ווולש,9
של,9
לסרי,9
ועמיתותיה,9
וכן,9
של,9
מלין,9
פגיעה,9
בשלומות,9
ועמיתיה,9
נמצאו,9
תסמיני,9
דיכאון,9
חרדה,9
ופגיעות,9
פסיכוסומטיות,9
בקרב,9
תלמידים,9
ובקרב,9
עובדי,9
הוראה,9
גם,9
נחום,9
ועמיתותיה,9
מזהות,9
פגיעה,9
נרחבת,9
בבריאות,9
הנפשית,9
של,9
תלמידים,9
בחינוך,9
העל,9
יסודי,9
הפגיעות,9
האלו,9
נבעו,9
בין,9
היתר,9
מחוויות,9
אישיות,9
של,9
טראומה,9
או,9
מחשיפה,9
משנית,9
לטראומה,9
מחקרים,9
של,9
מלין,9
ועמיתותיה,9
ושל,9
קייזר,9
הלר,9
ועמיתיה,9
על,9
שימוש,9
במדיה,9
חברתית,9
בזמן,9
המלחמה,9
חושפים,9
קשר,9
בין,9
חשיפה,9
גבוהה,9
לתוכן,9
הנוגע,9
למלחמה,9
וכן,9
השתתפות,9
בוויכוחים,9
מקוונים,9
הנוגעים,9
למלחמה,9
לבין,9
מצוקה,9
רגשית,9
מוגברת,9
בקרב,9
עובדי,9
הוראה,9
התבטאה,9
הפגיעה,9
גם,9
טטר,9
ועמיתותיו,9
תיעדו,9
פגיעה,9
בשלומות,9
בתחושת,9
עומס,9
רגשי,9
מתמשך,9
ואף,9
בתשישות,9
חמלה,9
נרחבת,9
בשלומות,9
של,9
יועצות,9
חינוכיות,9
שנשאו,9
בעול,9
רגשי,9
רב,9
תוך,9
כדי,9
תמיכה,9
באחרים,9
ובמקביל,9
חוו,9
חרדה,9
עצב,9
ותחושת,9
בדידות,9
מקצועית,9
מחקרים,9
רבים,9
באסופה,9
ובכלל,9
זה,9
אלו,9
שהוזכרו,9
עד,9
כה,9
של,9
התפתחות,9
התנהגויות,9
שליליות,9
הראל,9
פיש,9
וולש,9
של,9
לסרי,9
ועמיתותיה,9
ושל,9
מלין,9
ועמיתותיה,9
מצביעים,9
על,9
פגיעה,9
בהבנת,9
המציאות,9
בקרב,9
תלמידים,9
וביכולת,9
ההתאמה,9
אליה,9
על,9
עלייה,9
בהסתגרות,9
ובהתבודדות,9
וכן,9
על,9
קושי,9
בוויסות,9
רגשי,9
כגון,9
היעדר,9
קשב,9
אימפולסיביות,9
והתפרצויות,9
בקרב,9
מתבגרים,9
במחקרן,9
של,9
נחום,9
ועמיתותיה,9
וכן,9
במחקרה,9
של,9
שרף,9
תוארו,9
גם,9
שינויים,9
בדפוסי,9
אכילה,9
ושינה,9
והתנהגויות,9
יומיומיות,9
אחרות,9
בקרב,9
בני,9
נוער,9
בכלל,9
הארץ,9
ובקרב,9
בני,9
נוער,9
מפונים,9
ערעור,9
ביחסים,9
משפחתיים,9
ופניות,9
נמוכה,9
ללמידה,9
במחקרים,9
שונים,9
הודגש,9
עומס,9
פיזי,9
ורגשי,9
כבד,9
שחוו,9
אנשי,9
שחיקה,9
מוגברת,9
של,9
צוותי,9
הוראה,9
ונשות,9
חינוך,9
בהם,9
מורים,9
יועצות,9
וגננות,9
שהיה,9
עליהן,9
להכיל,9
את,9
מצוקות,9
תלמידיהן,9
תוך,9
כדי,9
התמודדות,9
אישית,9
עם,9
חוסר,9
ודאות,9
ועם,9
חרדות,9
מחקרים,9
כגון,9
אלו,9
של,9
מלין,9
ועמיתיה,9
של,9
טטר,9
ועמיתותיו,9
ושל,9
ברקוביץ,9
ועמיתיה,9
מצביעים,9
על,9
כך,9
שלמרות,9
ההנחיות,9
שיצאו,9
מטעם,9
גורמים,9
שונים,9
במשרד,9
החינוך,9
לא,9
תמיד,9
חשו,9
עובדי,9
ההוראה,9
שהציפיות,9
מהם,9
מטעם,9
המשרד,9
ניתנות,9
למימוש,9
בזמן,9
חירום,9
זאת,9
ועוד,9
לעיתים,9
הם,9
חוו,9
תחושת,9
בדידות,9
ותחושת,9
שחיקה,9
מואצת,9
תחושת,9
השחיקה,9
הוחרפה,9
לנוכח,9
הפער,9
בין,9
הרצון,9
להעניק,9
תחושת,9
יציבות,9
שהיא,9
מאבני,9
היסוד,9
של,9
העבודה,9
החינוכית,9
לבין,9
מגבלות,9
המציאות,9
והשינויים,9
המהירים,9
החריפים,9
והמתמשכים,9
שהורגשו,9
גם,9
במוסדות,9
החינוך,9
תלמידים,9
שלמדו,9
במסגרות,9
חירום,9
זמניות,9
כגוןהיווצרות,9
של,9
פערי,9
ידע,9
ומיומנויות,9
בין,9
אוכלוסיות,9
בתי,9
ספר,9
למפונים,9
ומרכזי,9
למידה,9
המתוארים,9
במחקרם,9
של,9
גולדברג,9
ודישון,9
ושל,9
טובין,9
ולבון,9
למדו,9
מספר,9
מצומצם,9
של,9
שעות,9
ביום,9
למרות,9
מאמצי,9
משרד,9
החינוך,9
פעמים,9
רבות,9
הצוותים,9
בבתי,9
ספר,9
אלו,9
לא,9
היו,9
קבועים,9
ומערך,9
ההוראה,9
לא,9
היה,9
סדיר,9
לעומתם,9
תלמידים,9
באזורים,9
שלא,9
נפגעו,9
המשיכו,9
בלמידה,9
רגילה,9
תידרש,9
בחינה,9
מתמשכת,9
אם,9
מצב,9
זה,9
יצר,9
פערי,9
ידע,9
בין,9
קבוצות,9
שונות,9
באוכלוסייה,9
תשישות,9
חמלה,9
היא,9
תשישות,9
פיזית,9
רגשית,9
ומנטלית,9
שחווים,9
מי,9
שמטפלים,9
באחרים,9
הסובלים,9
מטראומה,9
או,9
ממצוקה,9
לאורך,9
תקופה,9
ממושכת,9
היא,9
שונה,9
מתשישות,9
רגילה,9
משום,9
שהיא,9
מופנית,9
כלפי,9
מושאי,9
הטיפול,9
והיא,9
עלולה,9
להוביל,9
לקהות,9
רגשית,9
כלפי,9
מצוקה,9
לירידה,9
ביכולת,9
להזדהות,9
עם,9
המטופלים,9
ולירידה,9
באיכות,9
הטיפול,9
הניתן,9
להם,9
מחקרים,10
רבים,10
באסופההשתרשות,10
של,10
חלופות,10
חינוכיות,10
ללא,10
התאמה,10
חומרית,10
ופדגוגית,10
מספקת,10
ובהם,10
אלו,10
של,10
גולדברג,10
ודישון,10
של,10
טובין,10
ולבון,10
של,10
ברקוביץ,10
ועמיתיה,10
וכן,10
של,10
שלו,10
ועמיתותיה,10
ושל,10
לסרי,10
ועמיתותיה,10
מתארים,10
בהרחבה,10
את,10
האתגרים,10
של,10
למידה,10
במתכונות,10
חלופיות,10
הוראה,10
מקוונת,10
מרכזי,10
חירום,10
או,10
מסגרות,10
זמניות,10
נתפסו,10
על,10
ידי,10
צוותי,10
הוראה,10
ותלמידים,10
כחלופות,10
הכרחיות,10
אך,10
לא,10
תמיד,10
כחלופות,10
מספקות,10
לעיתים,10
אף,10
עלה,10
תסכול,10
מחלופות,10
אלו,10
בדומה,10
לתחושות,10
שנמצאו,10
במחקרים,10
בארץ,10
ובעולם,10
בתגובה,10
להוראה,10
מקוונת,10
בתקופת,10
משבר,10
הקורונה,10
במחקרים,10
שכבר,10
הוזכרו,10
לעיל,10
תוארו,10
נסיעות,10
ארוכות,10
של,10
הצוותים,10
בין,10
מסגרות,10
חינוך,10
מפוזרות,10
ואף,10
מפוצלות,10
העדר,10
ציוד,10
בסיסי,10
להוראה,10
מחסור,10
במענים,10
דיפרנציאליים,10
שינויים,10
מרובים,10
ותכופים,10
בשגרה,10
ובצוותים,10
ותחושת,10
עמימות,10
שחשו,10
עובדי,10
הוראה,10
זאת,10
בזמן,10
שהם,10
עצמם,10
נדרשו,10
לייצר,10
שגרה,10
עבור,10
התלמידים,10
עלייה,10
שקשה,10
להתמודד,10
איתה,10
בצרכים,10
הרגשיים,10
של,10
תלמידים,10
של,10
בני,10
משפחותיהם,10
ושל,10
עובדי,10
בכמה,10
מהמחקרים,10
ביניהם,10
של,10
טטר,10
ועמיתותיו,10
של,10
מייזלס,10
ועמיתותיה,10
ושל,10
פסט,10
הוראה,10
ועמיתותיה,10
מודגש,10
כי,10
למרות,10
ההכרה,10
בצורך,10
במענה,10
רגשי,10
ולמרות,10
מאמצי,10
המשרד,10
לענות,10
על,10
צורך,10
זה,10
עלו,10
כלל,10
הצרכים,10
הללו,10
על,10
המענים,10
שניתנו,10
צוותי,10
חינוך,10
התמודדו,10
עם,10
מצוקות,10
רגשיות,10
של,10
תלמידים,10
ולעיתים,10
גם,10
של,10
משפחותיהם,10
מבלי,10
שהיו,10
להם,10
די,10
כלים,10
או,10
הכשרה,10
מותאמת,10
להתמודדות,10
כזו,10
פסט,10
ועמיתותיה,10
תיארו,10
את,10
הקושי,10
הייחודי,10
בבתי,10
ספר,10
דו,10
לאומיים,10
שבהם,10
מורות,10
חשו,10
שאין,10
להן,10
מענה,10
מתאים,10
להתמודדותן,10
עם,10
אתגרים,10
בין,10
תרבותיים,10
בכיתה,10
אתגרים,10
שהתחדדו,10
בעקבות,10
המלחמה,10
פגיעה,10
בבריאות,10
הנפשית,10
בטווח,10
הבינוני,10
ואפשרות,10
להתעצמות,10
הטראומה,10
והפוסט,10
טראומה,10
בקרב,10
מספר,10
מחקרים,10
הצביעו,10
על,10
הסיכון,10
הגבוה,10
לכך,10
שהמצוקה,10
קצרת,10
תלמיד,10
ים,10
ובקרב,10
עובדי,10
הוראה,10
הטווח,10
תהפוך,10
לבעיה,10
מתמשכת,10
במחקר,10
של,10
נחום,10
ועמיתותיה,10
נמצאו,10
ראיות,10
לפגיעה,10
בבריאות,10
נפשית,10
הן,10
מבחינת,10
רמה,10
של,10
התסמינים,10
והן,10
מבחינת,10
השכיחות,10
באופן,10
מיוחד,10
נמצאו,10
קשיים,10
רגשיים,10
והתנהגותיים,10
כגון,10
בעיות,10
חברתיות,10
והיפר,10
אקטיביות,10
אשר,10
לכל,10
הפחות,10
הכפילו,10
את,10
עצמן,10
שמונה,10
חודשים,10
לאחר,10
פרוץ,10
המלחמה,10
לסרי,10
ועמיתותיה,10
מצאו,10
סימנים,10
לתסמיני,10
פוסט,10
טראומה,10
אצל,10
עובדי,10
הוראה,10
ואצל,10
תלמידים,10
חודשים,10
לאחר,10
שפרצה,10
המלחמה,10
טטר,10
ועמיתותיו,10
שבחנו,10
יועצות,10
חינוכיות,10
תיארו,10
תחושות,10
של,10
שחיקה,10
מצטברת,10
תחושת,10
חוסר,10
מסוגלות,10
ותגובות,10
רגשיות,10
שליליות,10
שנמשכו,10
זמן,10
רב,10
תחושות,10
אלו,10
נצפו,10
גם,10
אצל,10
תלמידים,10
כפי,10
שתואר,10
במחקריהם,10
של,10
שרף,10
וכן,10
של,10
מלין,10
ועמיתיה,10
במחקרים,10
אלו,10
נצפתה,10
מצוקה,10
רגשית,10
גבוהה,10
המעידה,10
על,10
סיכון,10
להתפתחות,10
טראומה,10
בייחוד,10
במקרים,10
שבהם,10
לא,10
ניתנים,10
מענים,10
מתאימים,10
כלל,10
הממצאים,10
המוזכרים,10
מעידים,10
על,10
כך,10
שההתמודדות,10
המיידית,10
עם,10
איומים,10
ביטחוניים,10
מצטרפת,10
לפגיעות,10
רגשיות,10
ומבניות,10
מתמשכות,10
פגיעות,10
אלו,10
לא,10
נפתרות,10
בהכרח,10
עם,10
החזרה,10
הפורמלית,10
של,10
מוסדות,10
החינוך,10
לשגרה,10
במציאות,10
כזו,10
מתחדדים,10
הפערים,10
בין,10
מדיניות,10
חינוכית,10
לבין,10
האפשרות,10
ליישמה,10
וכן,10
בין,10
הצורך,10
האנושי,10
בעיבוד,10
הטראומה,10
לבין,10
המחויבות,10
לעמוד,10
בהוראות,10
ובקצב,10
שהמערכת,10
מכתיבה,10
אף,10
כי,10
סעיף,10
זה,10
התמקד,10
בהשפעות,10
קצרות,10
ובינוניות,10
טווח,10
שעלו,10
במחקרים,10
שבחנו,10
את,10
מערכת,10
החינוך,10
בטווח,10
זמן,10
קצר,10
יחסית,10
קיימים,10
סימנים,10
מדאיגים,10
לאפשרות,10
ההתמשכות,10
של,10
ההשלכות,10
שנמצאו,10
בחודשי,10
המלחמה,10
הראשונים,10
אוכלוסיות,10
הסיכון,10
המרכזיות,10
הן,10
תלמידים,10
שחוו,10
פינוי,10
מתמשך,10
חשיפה,10
לטראומה,10
או,10
נתק,10
ממסגרת,10
חינוכית,10
יציבה,10
וצוותי,10
חינוך,10
שדיווחו,10
על,10
תשישות,10
חמלה,10
מתמשכת,10
ועל,10
עומס,10
רגשי,10
מצטבר,10
כאמור,10
מרבית,10
המחקרים,10
הכלולים,10
באסופה,10
נאספו,10
בחודשים,10
הראשונים,10
למלחמה,10
ואינם,10
מספקים,10
מידע,10
ישיר,10
על,10
השפעותיה,10
ארוכות,10
הטווח,10
נכון,10
לזמן,10
כתיבת,10
שורות,10
אלה,10
נערכים,10
מחקרי,10
אורך,10
שמטרתם,10
לעקוב,10
אחר,10
תהליכים,10
אלו,10
ולהעמיק,10
את,10
ההבנה,10
בנוגע,10
להשלכות,10
החינוכיות,10
והנפשיות,10
המצטברות,10
וארוכות,10
הטווח,10
של,10
מצב,10
החירום,10
המתמשך,10
ואת,10
תפקידה,10
של,10
מערכת,10
החינוך,10
בהיערכות,10
לכך,10
משאבי,11
חוסן,11
אישיים,11
וחברתיים,11
היכולת,11
של,11
תלמידים,11
ושל,11
צוותי,11
הוראה,11
להתמודד,11
עם,11
מצבי,11
חירום,11
מתמשכים,11
אינה,11
תלויה,11
רק,11
בנסיבות,11
החיצוניות,11
אלא,11
במידה,11
רבה,11
גם,11
במשאביהם,11
הפנימיים,11
ובמשאבים,11
חיצוניים,11
העומדים,11
לרשותם,11
מחקרי,11
האסופה,11
ממפים,11
מגוון,11
רחב,11
של,11
משאבי,11
חוסן,11
ברמה,11
האישית,11
המחקרים,11
מציגים,11
משאבים,11
כמו,11
תחושת,11
מסוגלות,11
עצמית,11
חשיבה,11
אופטימית,11
וגמישות,11
מחשבתית,11
ברמה,11
החברתית,11
נבחנו,11
משאבים,11
כמו,11
תמיכה,11
מהסביבה,11
הקרובה,11
שייכות,11
למסגרות,11
חינוכיות,11
וקהילתיות,11
תומכות,11
ומעורבות,11
פעילה,11
בקהילה,11
חשוב,11
לציין,11
שהמשאבים,11
האישיים,11
אינם,11
מולדים,11
בלבד,11
וחלקם,11
ניתנים,11
לפיתוח,11
ולהעצמה,11
במסגרת,11
מערכת,11
החינוך,11
במקביל,11
לכך,11
עדכון,11
של,11
דרכי,11
ההתנהלות,11
במוסדות,11
החינוך,11
באופן,11
שכוון,11
יותר,11
לתמיכה,11
בצרכים,11
המקצועיים,11
והאחרים,11
של,11
צוותי,11
חינוך,11
עשוי,11
להשפיע,11
לטובה,11
על,11
רמת,11
משאבי,11
החוסן,11
האישיים,11
והחברתיים,11
של,11
נשות,11
ואנשי,11
הצוות,11
החינוכי,11
למשתנים,11
דמוגרפיים,11
שונים,11
כגון,11
גיל,11
ומגדר,11
מצב,11
משפחתי,11
ומקום,11
מגוריםמשתנים,11
דמוגרפיים,11
יש,11
השפעה,11
על,11
עוצמת,11
הפגיעה,11
ועל,11
היכולת,11
לגייס,11
תעצומות,11
חוסן,11
במחקר,11
של,11
גולוס,11
ועמיתותיה,11
ובמחקר,11
של,11
מלין,11
ועמיתיה,11
נמצא,11
כי,11
קרבה,11
גאוגרפית,11
לאירועי,11
הלחימה,11
או,11
תחושה,11
של,11
הפרט,11
שהוא,11
עצמו,11
או,11
משפחתו,11
נפגעו,11
משפיעות,11
על,11
תחושת,11
החוסן,11
של,11
תלמידים,11
ושל,11
עובדי,11
הוראה,11
מלין,11
ועמיתיה,11
וכן,11
טרינצ,11
ר,11
וארם,11
ציינו,11
משתנים,11
נוספים,11
כגון,11
ותק,11
מקצועי,11
משך,11
העבודה,11
במוסד,11
חינוכי,11
ועם,11
תלמידים,11
ספציפיים,11
כגורמים,11
הקשורים,11
להתמודדות,11
מיטבית,11
של,11
צוותי,11
הוראה,11
עם,11
כמה,11
מחקרים,11
כמו,11
זה,11
של,11
נחום,11
ועמיתותיה,11
מצאו,11
מתאם,11
בין,11
השתייכות,11
למגזר,11
מצבי,11
חירום,11
הדתי,11
לאומי,11
או,11
אמונה,11
דתית,11
ובין,11
רמות,11
גבוהות,11
יותר,11
של,11
שלומות,11
תחושת,11
מסוגלות,11
עצמית,11
בעיקר,11
בהיבט,11
המקצועי,11
חזרה,11
שוב,11
ושוב,11
כאחד,11
תחושת,11
מסוגלות,11
מגורמי,11
החוסן,11
המרכזיים,11
במחקר,11
של,11
טרינצ,11
ר,11
וארם,11
נמצא,11
כי,11
גננות,11
שחשו,11
ביטחון,11
ביכולתן,11
המקצועית,11
חשו,11
פחות,11
דחק,11
רמות,11
השלומות,11
שלהן,11
היו,11
גבוהות,11
יותר,11
והן,11
הפגינו,11
גם,11
יותר,11
התנהגויות,11
מיטיבות,11
כלפי,11
הילדים,11
גם,11
במחקר,11
של,11
מלין,11
ועמיתיה,11
נמצא,11
כי,11
מורים,11
שדיווחו,11
על,11
תחושת,11
מסוגלות,11
מקצועית,11
בתחילת,11
המשבר,11
הצליחו,11
לשמר,11
מצב,11
רגשי,11
יציב,11
יותר,11
לאורך,11
זמן,11
כלומר,11
תחושת,11
מסוגלות,11
עצמית,11
חיזקה,11
את,11
עמידותם,11
של,11
צוותי,11
חינוך,11
מול,11
עומס,11
רגשי,11
ותפקודי,11
אחד,11
הגורמים,11
לתחושת,11
מסוגלות,11
עצמית,11
הוא,11
מוכנות,11
כלומר,11
הכשרה,11
מתאימה,11
כפי,11
שעלה,11
למשל,11
במחקרים,11
של,11
טטר,11
ועמיתותיו,11
ושל,11
פסט,11
ועמיתותיה,11
בכמה,11
מחקרים,11
נמצא,11
כי,11
גישה,11
אופטימית,11
עמדה,11
חיובית,11
שלפיה,11
דברים,11
חשיבה,11
אופטימית,11
מסתדרים,11
בסופו,11
של,11
דבר,11
לטובה,11
תרמה,11
להפחתת,11
מצוקה,11
רגשית,11
ולחיזוק,11
תחושת,11
החוסן,11
טרינצ,11
ר,11
וארם,11
ציינו,11
את,11
האופטימיות,11
כחלק,11
מ,11
ההון,11
הפסיכולוגי,11
של,11
גננות,11
משתנה,11
שחזה,11
רמות,11
נמוכות,11
של,11
דחק,11
ורמות,11
גבוהות,11
של,11
תקווה,11
ציפייה,11
להשיג,11
מטרות,11
בעתיד,11
ומוטיבציה,11
להיאבק,11
עבורן,11
כאמור,11
משתנה,11
זה,11
גם,11
נמצא,11
קשור,11
לתפקוד,11
טוב,11
יותר,11
של,11
הגננות,11
עם,11
הילדים,11
גם,11
טטר,11
ועמיתותיו,11
הדגישו,11
כי,11
אימוץ,11
עמדות,11
חיוביות,11
כגון,11
הכרת,11
תודה,11
תקווה,11
ואמונה,11
בעתיד,11
סייעו,11
ליועצות,11
חינוכיות,11
להמשיך,11
לתפקד,11
במצבי,11
עומס,11
ומשבר,11
למרות,11
חשיפה,11
ישירה,11
ועקיפה,11
לטראומה,11
היכולת,11
לייחס,11
משמעות,11
אישית,11
או,11
מקצועית,11
לפעולה,11
חינוכית,11
בזמן,11
משבר,11
מציאת,11
משמעות,11
התגלתה,11
כמשאב,11
מגן,11
חשוב,11
במחקרה,11
של,11
שרף,11
מתבגרים,11
תיארו,11
כיצד,11
מצאו,11
משמעות,11
בעשייה,11
יומיומית,11
בהתנדבות,11
ובתרומה,11
לאחרים,11
מה,11
שסייע,11
להם,11
לשמור,11
על,11
תחושת,11
שליטה,11
במצב,11
במחקרה,11
של,11
גולדרט,11
התגלו,11
ממצאים,11
דומים,11
באשר,11
לתלמידים,11
שהשתתפו,11
בתוכניות,11
מנהיגות,11
בזמן,11
המשבר,11
גולוס,11
ועמיתותיה,11
מציינות,11
שגם,11
מציאת,11
משמעות,11
בפעילות,11
למידה,11
עשויה,11
לסייע,11
דווקא,11
השכלה,11
גבוהה,11
קשורה,11
לפי,11
המחקר,11
של,11
טרינצ,11
ר,11
וארם,11
לרמות,11
גבוהות,11
יותר,11
של,11
תחושת,11
דחק,11
למתבגרים,12
במחקרן,12
של,12
לסרי,12
ועמיתותיה,12
נמצא,12
שעובדי,12
הוראה,12
שחשו,12
שהצליחו,12
לתמוך,12
בתלמידים,12
גם,12
במצבים,12
קשים,12
חוו,12
רמות,12
נמוכות,12
יותר,12
של,12
שחיקה,12
ותשישות,12
חמלה,12
משום,12
שזיהו,12
שיש,12
לעבודתם,12
תרומה,12
ברורה,12
לתלמידים,12
יכולת,12
של,12
רפלקציה,12
ומסגור,12
מחדש,12
של,12
סיטואציה,12
מתוארים,12
ככלים,12
יעילים,12
